46,236	1,075542E-05	46,627	2,453523E-04	47,358	4,307779E-06	47,748	5,973496E-07	48,469	1,159944E-07	44,303	1,601977E-06	44,694	0,000000E+00
51,133	1,050428E-05	51,534	2,383655E-04	52,245	4,211833E-06	52,635	5,863286E-07	53,367	1,082045E-07	49,191	1,544151E-06	49,571	0,000000E+00
56,010	1,030499E-05	56,411	2,321949E-04	57,132	4,138780E-06	57,533	5,773566E-07	58,234	1,012445E-07	54,068	1,500561E-06	54,789	0,000000E+00
60,867	1,011334E-05	61,268	2,273841E-04	61,979	4,089576E-06	62,369	5,713755E-07	63,111	9,549067E-08	58,955	1,463377E-06	59,666	0,000000E+00
65,734	9,994397E-06	66,125	2,232655E-04	66,826	4,053372E-06	67,206	5,657339E-07	67,937	9,159177E-08	63,822	1,436948E-06	64,533	0,000000E+00
70,551	9,827781E-06	70,942	2,196346E-04	71,663	4,026130E-06	72,063	5,619600E-07	72,784	8,873940E-08	68,648	1,415360E-06	69,339	0,000000E+00
75,448	9,715435E-06	75,839	2,164130E-04	76,540	4,011483E-06	77,241	5,592793E-07	77,641	8,601897E-08	73,495	1,399765E-06	74,227	0,000000E+00
80,065	9,615732E-06	80,766	2,136181E-04	81,156	4,001405E-06	81,888	5,567372E-07	82,589	8,395543E-08	78,342	1,387220E-06	79,073	0,000000E+00
85,252	9,509507E-06	85,673	2,105232E-04	86,394	3,987186E-06	86,775	5,538206E-07	87,466	8,198040E-08	83,310	1,376292E-06	83,710	0,000000E+00
90,129	9,421826E-06	90,530	2,089235E-04	91,261	3,996971E-06	91,662	5,544998E-07	92,353	8,075542E-08	88,187	1,366630E-06	88,898	0,000000E+00
95,046	9,343672E-06	95,407	2,065316E-04	95,808	3,993920E-06	96,519	5,532388E-07	97,230	7,924822E-08	93,074	1,363177E-06	93,474	0,000000E+00
99,893	9,266091E-06	100,284	2,042263E-04	101,015	3,996223E-06	101,406	5,520242E-07	102,127	7,813869E-08	97,961	1,356569E-06	98,361	0,000000E+00
104,760	9,205976E-06	105,151	2,023018E-04	105,852	4,003995E-06	106,263	5,522796E-07	106,974	7,734008E-08	102,838	1,351502E-06	103,539	0,000000E+00
109,657	9,118595E-06	110,028	2,006249E-04	110,729	4,010741E-06	111,140	5,522131E-07	111,851	7,634057E-08	107,715	1,349690E-06	108,105	0,000000E+00
114,514	9,029924E-06	114,905	1,988564E-04	115,626	4,016897E-06	116,027	5,518065E-07	116,728	7,581905E-08	112,552	1,347082E-06	113,273	0,000000E+00
119,401	8,960321E-06	119,802	1,973959E-04	120,513	4,034346E-06	120,914	5,528174E-07	121,625	7,517417E-08	117,449	1,348646E-06	117,859	0,000000E+00
124,278	8,891273E-06	124,689	1,959609E-04	125,380	4,042439E-06	125,801	5,531546E-07	126,502	7,471315E-08	122,336	1,346510E-06	123,057	0,000000E+00
129,166	8,811779E-06	129,566	1,944128E-04	130,277	4,060042E-06	130,678	5,548172E-07	131,399	7,440250E-08	127,223	1,347529E-06	127,944	0,000000E+00
134,053	8,762476E-06	134,453	1,933674E-04	135,174	4,078796E-06	135,555	5,562318E-07	136,276	7,390488E-08	132,110	1,349125E-06	132,831	0,000000E+00
138,659	8,707969E-06	139,360	1,922020E-04	140,091	4,096528E-06	140,482	5,574456E-07	141,213	7,391693E-08	136,997	1,350907E-06	137,738	0,000000E+00
