0,000E+0	9,940E+4
1,000E+0	9,940E+4
2,000E+0	9,940E+4
3,000E+0	9,940E+4
4,000E+0	9,940E+4
5,000E+0	9,940E+4
6,000E+0	9,940E+4
7,000E+0	9,940E+4
8,000E+0	9,940E+4
9,000E+0	9,940E+4
1,000E+1	9,940E+4
1,100E+1	9,940E+4
1,200E+1	9,940E+4
1,300E+1	9,940E+4
1,400E+1	9,940E+4
1,500E+1	9,940E+4
1,600E+1	9,940E+4
1,700E+1	9,940E+4
1,800E+1	9,940E+4
1,900E+1	9,940E+4
2,000E+1	9,940E+4
2,100E+1	9,940E+4
2,200E+1	9,940E+4
2,300E+1	9,940E+4
2,400E+1	9,940E+4
2,500E+1	9,940E+4
2,600E+1	9,940E+4
2,700E+1	9,940E+4
2,800E+1	9,940E+4
2,900E+1	9,940E+4
3,000E+1	9,940E+4
3,100E+1	9,940E+4
3,200E+1	9,940E+4
3,300E+1	9,940E+4
3,400E+1	9,940E+4
3,500E+1	9,940E+4
3,600E+1	9,940E+4
3,700E+1	9,880E+4
3,800E+1	9,440E+4
3,900E+1	8,190E+4
4,000E+1	7,670E+4
4,100E+1	7,300E+4
4,200E+1	7,090E+4
4,300E+1	6,270E+4
4,400E+1	6,080E+4
4,500E+1	5,610E+4
4,600E+1	5,460E+4
4,700E+1	4,960E+4
4,800E+1	4,710E+4
4,900E+1	4,420E+4
5,000E+1	4,230E+4
5,100E+1	4,060E+4
5,200E+1	3,750E+4
5,300E+1	3,610E+4
5,400E+1	3,400E+4
5,500E+1	3,260E+4
5,600E+1	3,110E+4
5,700E+1	2,920E+4
5,800E+1	2,800E+4
5,900E+1	2,650E+4
6,000E+1	2,540E+4
6,100E+1	2,430E+4
6,200E+1	2,310E+4
6,300E+1	2,220E+4
6,400E+1	2,100E+4
6,500E+1	2,010E+4
6,600E+1	1,920E+4
6,700E+1	1,840E+4
6,800E+1	1,760E+4
6,900E+1	1,680E+4
7,000E+1	1,600E+4
7,100E+1	1,540E+4
7,200E+1	1,470E+4
7,300E+1	1,410E+4
7,400E+1	1,360E+4
7,500E+1	1,300E+4
7,600E+1	1,250E+4
7,700E+1	1,200E+4
7,800E+1	1,150E+4
7,900E+1	1,100E+4
8,000E+1	1,060E+4
8,100E+1	1,020E+4
8,200E+1	9,770E+3
8,300E+1	9,390E+3
8,400E+1	9,040E+3
8,500E+1	8,690E+3
8,600E+1	8,380E+3
8,700E+1	8,060E+3
8,800E+1	7,770E+3
8,900E+1	7,470E+3
9,000E+1	7,200E+3
9,100E+1	6,940E+3
9,200E+1	6,690E+3
9,300E+1	6,460E+3
9,400E+1	6,230E+3
9,500E+1	6,010E+3
9,600E+1	5,800E+3
9,700E+1	5,610E+3
9,800E+1	5,420E+3
9,900E+1	5,230E+3
1,000E+2	5,060E+3
1,010E+2	4,890E+3
1,020E+2	4,730E+3
1,030E+2	4,570E+3
1,040E+2	4,410E+3
1,050E+2	4,270E+3
1,060E+2	4,130E+3
1,070E+2	3,980E+3
1,080E+2	3,860E+3
1,090E+2	3,730E+3
1,100E+2	3,600E+3
1,110E+2	3,480E+3
1,120E+2	3,370E+3
1,130E+2	3,260E+3
1,140E+2	3,150E+3
1,150E+2	3,050E+3
1,160E+2	2,950E+3
1,170E+2	2,860E+3
1,180E+2	2,770E+3
1,190E+2	2,680E+3
1,200E+2	2,590E+3
1,210E+2	2,500E+3
