Mass	Value
36,344	1,107868E-08
36,375	1,042876E-08
36,406	1,137471E-08
36,438	1,394235E-08
36,469	1,787627E-08
36,500	2,269032E-08
36,531	2,773449E-08
36,563	3,240904E-08
36,594	3,632200E-08
36,625	3,926110E-08
36,656	4,117958E-08
36,688	4,223365E-08
36,719	4,270422E-08
36,750	4,283997E-08
36,781	4,277661E-08
36,813	4,254914E-08
36,844	4,215153E-08
36,875	4,160795E-08
36,906	4,096016E-08
36,938	4,016829E-08
36,969	3,908397E-08
37,000	3,759291E-08
37,031	3,575825E-08
37,063	3,377879E-08
37,094	3,184020E-08
37,125	2,999048E-08
37,156	2,811157E-08
37,188	2,604424E-08
37,219	2,376140E-08
37,250	2,138406E-08
37,281	1,909925E-08
37,313	1,727032E-08
37,344	1,658231E-08
37,375	1,777610E-08
37,406	2,117475E-08
37,438	2,656843E-08
37,469	3,346584E-08
37,500	4,126674E-08
37,531	4,922789E-08
37,563	5,652511E-08
37,594	6,253570E-08
37,625	6,706125E-08
37,656	7,024990E-08
37,688	7,239231E-08
37,719	7,378953E-08
37,750	7,464815E-08
37,781	7,507472E-08
37,813	7,516966E-08
37,844	7,499523E-08
37,875	7,446140E-08
37,906	7,339512E-08
37,938	7,171314E-08
37,969	6,941035E-08
38,000	6,650383E-08
38,031	6,314941E-08
38,063	5,964758E-08
38,094	5,621162E-08
38,125	5,289929E-08
38,156	4,972758E-08
38,188	4,662787E-08
38,219	4,339680E-08
38,250	3,987782E-08
38,281	3,629918E-08
38,313	3,375422E-08
38,344	3,448129E-08
38,375	4,122340E-08
38,406	5,580627E-08
38,438	7,816473E-08
38,469	1,066291E-07
38,500	1,387639E-07
38,531	1,717512E-07
38,563	2,025692E-07
38,594	2,286412E-07
38,625	2,486563E-07
38,656	2,627380E-07
38,688	2,718949E-07
38,719	2,773534E-07
38,750	2,801757E-07
38,781	2,811777E-07
38,813	2,809063E-07
38,844	2,795384E-07
38,875	2,769230E-07
38,906	2,728218E-07
38,938	2,669967E-07
38,969	2,590938E-07
39,000	2,487695E-07
39,031	2,362001E-07
39,063	2,223819E-07
39,094	2,086460E-07
39,125	1,958121E-07
39,156	1,838487E-07
39,188	1,720352E-07
39,219	1,593083E-07
39,250	1,448358E-07
39,281	1,285748E-07
39,313	1,114454E-07
39,344	9,508632E-08
39,375	8,136887E-08
39,406	7,200928E-08
39,438	6,831868E-08
39,469	7,078644E-08
39,500	7,863782E-08
39,531	8,980764E-08
39,563	1,015657E-07
39,594	1,116669E-07
39,625	1,191801E-07
39,656	1,242929E-07
39,688	1,275926E-07
39,719	1,295930E-07
39,750	1,306195E-07
39,781	1,308293E-07
39,813	1,302931E-07
39,844	1,291233E-07
39,875	1,274499E-07
39,906	1,252181E-07
39,938	1,221699E-07
39,969	1,181324E-07
40,000	1,131900E-07
40,031	1,075688E-07
40,063	1,015738E-07
40,094	9,551857E-08
40,125	8,949342E-08
40,156	8,337065E-08
40,188	7,705478E-08
40,219	7,051063E-08
40,250	6,373030E-08
40,281	5,711275E-08
40,313	5,215319E-08
40,344	5,179625E-08
40,375	5,980428E-08
40,406	7,923934E-08
40,438	1,109609E-07
40,469	1,530951E-07
40,500	2,018150E-07
40,531	2,526386E-07
40,563	3,011571E-07
40,594	3,435212E-07
40,625	3,773324E-07
40,656	4,021674E-07
40,688	4,190288E-07
40,719	4,294831E-07
40,750	4,352114E-07
40,781	4,377333E-07
40,813	4,380984E-07
40,844	4,367126E-07
40,875	4,334374E-07
40,906	4,278990E-07
40,938	4,196787E-07
40,969	4,082101E-07
41,000	3,928794E-07
41,031	3,737701E-07
41,063	3,523333E-07
41,094	3,307767E-07
41,125	3,105574E-07
41,156	2,916465E-07
41,188	2,729563E-07
41,219	2,530339E-07
41,250	2,307376E-07
41,281	2,060108E-07
41,313	1,803647E-07
41,344	1,566614E-07
41,375	1,383941E-07
41,406	1,289812E-07
41,438	1,308899E-07
41,469	1,443766E-07
41,500	1,671573E-07
41,531	1,954754E-07
41,563	2,250799E-07
41,594	2,520481E-07
41,625	2,739370E-07
41,656	2,901619E-07
41,688	3,012448E-07
41,719	3,080596E-07
41,750	3,115562E-07
41,781	3,126401E-07
41,813	3,120715E-07
41,844	3,103325E-07
41,875	3,074643E-07
41,906	3,030885E-07
41,938	2,966938E-07
41,969	2,878738E-07
42,000	2,764507E-07
42,031	2,627829E-07
42,063	2,479230E-07
42,094	2,331159E-07
42,125	2,191031E-07
42,156	2,058617E-07
42,188	1,927097E-07
42,219	1,787244E-07
42,250	1,635232E-07
42,281	1,481770E-07
42,313	1,359047E-07
42,344	1,319056E-07
42,375	1,417854E-07
42,406	1,692768E-07
42,438	2,146904E-07
42,469	2,748837E-07
42,500	3,443843E-07
42,531	4,165141E-07
42,563	4,843604E-07
42,594	5,423415E-07
42,625	5,876461E-07
42,656	6,202225E-07
42,688	6,417326E-07
42,719	6,545935E-07
42,750	6,613435E-07
42,781	6,640969E-07
42,813	6,640342E-07
42,844	6,612481E-07
42,875	6,551836E-07
42,906	6,452074E-07
42,938	6,307157E-07
42,969	6,109930E-07
43,000	5,856816E-07
43,031	5,558607E-07
43,063	5,241959E-07
43,094	4,934362E-07
43,125	4,648540E-07
43,156	4,379955E-07
43,188	4,114773E-07
43,219	3,847257E-07
43,250	3,607405E-07
43,281	3,484770E-07
43,313	3,624159E-07
43,344	4,183460E-07
43,375	5,274402E-07
43,406	6,913185E-07
43,438	8,988371E-07
43,469	1,126972E-06
43,500	1,349509E-06
43,531	1,547511E-06
43,563	1,711413E-06
43,594	1,837933E-06
43,625	1,928440E-06
43,656	1,987747E-06
43,688	2,022343E-06
43,719	2,039056E-06
43,750	2,043919E-06
43,781	2,040791E-06
43,813	2,030266E-06
43,844	2,010120E-06
43,875	1,977192E-06
43,906	1,928648E-06
43,938	1,862243E-06
43,969	1,777906E-06
44,000	1,680359E-06
44,031	1,578316E-06
44,063	1,479239E-06
44,094	1,385228E-06
44,125	1,293718E-06
44,156	1,199587E-06
44,188	1,096367E-06
44,219	9,782810E-07
44,250	8,435701E-07
44,281	6,975299E-07
44,313	5,518443E-07
44,344	4,197857E-07
44,375	3,128373E-07
44,406	2,396584E-07
44,438	2,036899E-07
44,469	2,009742E-07
44,500	2,213732E-07
44,531	2,527471E-07
44,563	2,852703E-07
44,594	3,132970E-07
44,625	3,347723E-07
44,656	3,498102E-07
44,688	3,594675E-07
44,719	3,649938E-07
44,750	3,675448E-07
44,781	3,680353E-07
44,813	3,669321E-07
44,844	3,642264E-07
44,875	3,596606E-07
44,906	3,528594E-07
44,938	3,432545E-07
44,969	3,303100E-07
45,000	3,142535E-07
45,031	2,964332E-07
45,063	2,785900E-07
45,094	2,617576E-07
45,125	2,458542E-07
45,156	2,300007E-07
45,188	2,130209E-07
45,219	1,938750E-07
45,250	1,720309E-07
45,281	1,478086E-07
45,313	1,225059E-07
45,344	9,804012E-08
45,375	7,640489E-08
45,406	5,938218E-08
45,438	4,825173E-08
45,469	4,325386E-08
45,500	4,329265E-08
45,531	4,634184E-08
45,563	5,037318E-08
45,594	5,410767E-08
45,625	5,708400E-08
45,656	5,927875E-08
45,688	6,078520E-08
45,719	6,174483E-08
45,750	6,235279E-08
45,781	6,272395E-08
45,813	6,277990E-08
45,844	6,238224E-08
45,875	6,143963E-08
45,906	5,985728E-08
45,938	5,764078E-08
45,969	5,502764E-08
46,000	5,229101E-08
46,031	4,949557E-08
46,063	4,659789E-08
46,094	4,365291E-08
46,125	4,079948E-08
46,156	3,808774E-08
46,188	3,536299E-08
46,219	3,236223E-08
46,250	2,890347E-08
46,281	2,495485E-08
46,313	2,066671E-08
46,344	1,644650E-08
46,375	1,287469E-08
46,406	1,038386E-08
46,438	9,030167E-09
46,469	8,607892E-09
46,500	8,862937E-09
46,531	9,537625E-09
46,563	1,035704E-08
46,594	1,105674E-08
46,625	1,143601E-08
46,656	1,145304E-08
46,688	1,125782E-08
46,719	1,106279E-08
46,750	1,096086E-08
46,781	1,089248E-08
46,813	1,077634E-08
46,844	1,059489E-08
46,875	1,037038E-08
46,906	1,013863E-08
46,938	9,917422E-09
46,969	9,664657E-09
47,000	9,286505E-09
47,031	8,733190E-09
47,063	8,127461E-09
47,094	7,704451E-09
47,125	7,549099E-09
47,156	7,489923E-09
47,188	7,299130E-09
47,219	6,924076E-09
47,250	6,516067E-09
47,281	6,304835E-09
47,313	6,469698E-09
47,344	7,064611E-09
47,375	8,007455E-09
47,406	9,166491E-09
47,438	1,046498E-08
47,469	1,186102E-08
47,500	1,329112E-08
47,531	1,468615E-08
47,563	1,594866E-08
47,594	1,694687E-08
47,625	1,764443E-08
47,656	1,816657E-08
47,688	1,863082E-08
47,719	1,895492E-08
47,750	1,894560E-08
47,781	1,861301E-08
47,813	1,828122E-08
47,844	1,821862E-08
47,875	1,825407E-08
47,906	1,799727E-08
47,938	1,729999E-08
47,969	1,629649E-08
48,000	1,517497E-08
48,031	1,408300E-08
48,063	1,310803E-08
48,094	1,220948E-08
48,125	1,125363E-08
48,156	1,019026E-08
48,188	9,112985E-09
48,219	8,105132E-09
48,250	7,183754E-09
48,281	6,372679E-09
48,313	5,669207E-09
48,344	5,073420E-09
48,375	4,735687E-09
48,406	4,879475E-09
48,438	5,532888E-09
48,469	6,507523E-09
48,500	7,606072E-09
48,531	8,675204E-09
48,563	9,515479E-09
48,594	9,960129E-09
48,625	1,005650E-08
48,656	1,000423E-08
48,688	9,933727E-09
48,719	9,873559E-09
48,750	9,849155E-09
48,781	9,870785E-09
48,813	9,891119E-09
48,844	9,855568E-09
48,875	9,743644E-09
48,906	9,539739E-09
48,938	9,235002E-09
48,969	8,857831E-09
49,000	8,436306E-09
49,031	7,964569E-09
49,063	7,460432E-09
49,094	6,998057E-09
49,125	6,665752E-09
49,156	6,549889E-09
49,188	6,644423E-09
49,219	6,716656E-09
49,250	6,535899E-09
49,281	6,285717E-09
49,313	6,513967E-09
49,344	7,683862E-09
49,375	9,898027E-09
49,406	1,297743E-08
49,438	1,666354E-08
49,469	2,074699E-08
49,500	2,500856E-08
49,531	2,908991E-08
49,563	3,258693E-08
49,594	3,529813E-08
49,625	3,728912E-08
49,656	3,871144E-08
49,688	3,968626E-08
49,719	4,037022E-08
49,750	4,092568E-08
49,781	4,135066E-08
49,813	4,148467E-08
49,844	4,123835E-08
49,875	4,066314E-08
49,906	3,976246E-08
49,938	3,844018E-08
49,969	3,665760E-08
50,000	3,451874E-08
50,031	3,226579E-08
50,063	3,018456E-08
50,094	2,838681E-08
50,125	2,674853E-08
50,156	2,506539E-08
50,188	2,317133E-08
50,219	2,104683E-08
50,250	1,888876E-08
50,281	1,699292E-08
50,313	1,565017E-08
50,344	1,522898E-08
50,375	1,620747E-08
50,406	1,887649E-08
50,438	2,297862E-08
50,469	2,788610E-08
50,500	3,307243E-08
50,531	3,816044E-08
50,563	4,274320E-08
50,594	4,650194E-08
50,625	4,937330E-08
50,656	5,139536E-08
50,688	5,262317E-08
50,719	5,330535E-08
50,750	5,376447E-08
50,781	5,401852E-08
50,813	5,386944E-08
50,844	5,332126E-08
50,875	5,255293E-08
50,906	5,157345E-08
50,938	5,017880E-08
50,969	4,820079E-08
51,000	4,571448E-08
51,031	4,307730E-08
51,063	4,073633E-08
51,094	3,883895E-08
51,125	3,706632E-08
51,156	3,496513E-08
51,188	3,232251E-08
51,219	2,919992E-08
51,250	2,581351E-08
51,281	2,242631E-08
51,313	1,928143E-08
51,344	1,661353E-08
51,375	1,470362E-08
51,406	1,384630E-08
51,438	1,415985E-08
51,469	1,546944E-08
51,500	1,746992E-08
51,531	1,986236E-08
51,563	2,226924E-08
51,594	2,427403E-08
51,625	2,565836E-08
51,656	2,649637E-08
51,688	2,701268E-08
51,719	2,736575E-08
51,750	2,754802E-08
51,781	2,751168E-08
51,813	2,733356E-08
51,844	2,715737E-08
51,875	2,701538E-08
51,906	2,680519E-08
51,938	2,639891E-08
51,969	2,573628E-08
52,000	2,490669E-08
52,031	2,407902E-08
52,063	2,326362E-08
52,094	2,230777E-08
52,125	2,114009E-08
52,156	1,983919E-08
52,188	1,847197E-08
52,219	1,701055E-08
52,250	1,545677E-08
52,281	1,399216E-08
52,313	1,296242E-08
52,344	1,274653E-08
52,375	1,367755E-08
52,406	1,599176E-08
52,438	1,972105E-08
52,469	2,460900E-08
52,500	3,012833E-08
52,531	3,560503E-08
52,563	4,045197E-08
52,594	4,437934E-08
52,625	4,738956E-08
52,656	4,957052E-08
52,688	5,097100E-08
52,719	5,169456E-08
52,750	5,194298E-08
52,781	5,191078E-08
52,813	5,170022E-08
52,844	5,130049E-08
52,875	5,062107E-08
52,906	4,956634E-08
52,938	4,808701E-08
52,969	4,620682E-08
53,000	4,406779E-08
53,031	4,189040E-08
53,063	3,980575E-08
53,094	3,780097E-08
53,125	3,582022E-08
53,156	3,380991E-08
53,188	3,168239E-08
53,219	2,931929E-08
53,250	2,666877E-08
53,281	2,384751E-08
53,313	2,116447E-08
53,344	1,905409E-08
53,375	1,794178E-08
53,406	1,815217E-08
53,438	1,983310E-08
53,469	2,278862E-08
53,500	2,645514E-08
53,531	3,023855E-08
53,563	3,385059E-08
53,594	3,721175E-08
53,625	4,015756E-08
53,656	4,244911E-08
53,688	4,398211E-08
53,719	4,484147E-08
53,750	4,526579E-08
53,781	4,553815E-08
53,813	4,574335E-08
53,844	4,573246E-08
53,875	4,535209E-08
53,906	4,455284E-08
53,938	4,335388E-08
53,969	4,179310E-08
54,000	3,989889E-08
54,031	3,778564E-08
54,063	3,571734E-08
54,094	3,390612E-08
54,125	3,228276E-08
54,156	3,060234E-08
54,188	2,874779E-08
54,219	2,683707E-08
54,250	2,519074E-08
54,281	2,434609E-08
54,313	2,502499E-08
54,344	2,810539E-08
54,375	3,455304E-08
54,406	4,506605E-08
54,438	5,957757E-08
54,469	7,712259E-08
54,500	9,622803E-08
54,531	1,153544E-07
54,563	1,330728E-07
54,594	1,482643E-07
54,625	1,604117E-07
54,656	1,695473E-07
54,688	1,759046E-07
54,719	1,798582E-07
54,750	1,821096E-07
54,781	1,834588E-07
54,813	1,842309E-07
54,844	1,841422E-07
54,875	1,827595E-07
54,906	1,798802E-07
54,938	1,754486E-07
54,969	1,694012E-07
55,000	1,618497E-07
55,031	1,533575E-07
55,063	1,447926E-07
55,094	1,367387E-07
55,125	1,291101E-07
55,156	1,214132E-07
55,188	1,132175E-07
55,219	1,042650E-07
55,250	9,441401E-08
55,281	8,381653E-08
55,313	7,313795E-08
55,344	6,353891E-08
55,375	5,648198E-08
55,406	5,338987E-08
55,438	5,508743E-08
55,469	6,132156E-08
55,500	7,090657E-08
55,531	8,242281E-08
55,563	9,467070E-08
55,594	1,064884E-07
55,625	1,166226E-07
55,656	1,242344E-07
55,688	1,293493E-07
55,719	1,325896E-07
55,750	1,346319E-07
55,781	1,358793E-07
55,813	1,364149E-07
55,844	1,361986E-07
55,875	1,352552E-07
55,906	1,336126E-07
55,938	1,311351E-07
55,969	1,275237E-07
56,000	1,225390E-07
56,031	1,163404E-07
56,063	1,096626E-07
56,094	1,034141E-07
56,125	9,787180E-08
56,156	9,242824E-08
56,188	8,634315E-08
56,219	7,951526E-08
56,250	7,235087E-08
56,281	6,527375E-08
56,313	5,877095E-08
56,344	5,383853E-08
56,375	5,202859E-08
56,406	5,488679E-08
56,438	6,320633E-08
56,469	7,650163E-08
56,500	9,309686E-08
56,531	1,109067E-07
56,563	1,282761E-07
56,594	1,441370E-07
56,625	1,576713E-07
56,656	1,682716E-07
56,688	1,758469E-07
56,719	1,809319E-07
56,750	1,842979E-07
56,781	1,863961E-07
56,813	1,872933E-07
56,844	1,870572E-07
56,875	1,859201E-07
56,906	1,840247E-07
56,938	1,811813E-07
56,969	1,769217E-07
57,000	1,708157E-07
57,031	1,629669E-07
57,063	1,542162E-07
57,094	1,455598E-07
57,125	1,373502E-07
57,156	1,292483E-07
57,188	1,207985E-07
57,219	1,117500E-07
57,250	1,019646E-07
57,281	9,142614E-08
57,313	8,046850E-08
57,344	6,989227E-08
57,375	6,070754E-08
57,406	5,368287E-08
57,438	4,919802E-08
57,469	4,742051E-08
57,500	4,832581E-08
57,531	5,151365E-08
57,563	5,615317E-08
57,594	6,118389E-08
57,625	6,569916E-08
57,656	6,922170E-08
57,688	7,168726E-08
57,719	7,325806E-08
57,750	7,415566E-08
57,781	7,460907E-08
57,813	7,473019E-08
57,844	7,436078E-08
57,875	7,329178E-08
57,906	7,162909E-08
57,938	6,968583E-08
57,969	6,753128E-08
58,000	6,492892E-08
58,031	6,178271E-08
58,063	5,834880E-08
58,094	5,494564E-08
58,125	5,172455E-08
58,156	4,870349E-08
58,188	4,576676E-08
58,219	4,263890E-08
58,250	3,908331E-08
58,281	3,518288E-08
58,313	3,139983E-08
58,344	2,845539E-08
58,375	2,714833E-08
58,406	2,807771E-08
58,438	3,135089E-08
58,469	3,653944E-08
58,500	4,292693E-08
58,531	4,975665E-08
58,563	5,631739E-08
58,594	6,203845E-08
58,625	6,663449E-08
58,656	7,011994E-08
58,688	7,267398E-08
58,719	7,450169E-08
58,750	7,576178E-08
58,781	7,652142E-08
58,813	7,673375E-08
58,844	7,634972E-08
58,875	7,543596E-08
58,906	7,406830E-08
58,938	7,219568E-08
58,969	6,969483E-08
59,000	6,654949E-08
59,031	6,300719E-08
59,063	5,948934E-08
59,094	5,627415E-08
59,125	5,335198E-08
59,156	5,054631E-08
59,188	4,761312E-08
59,219	4,435774E-08
59,250	4,090615E-08
59,281	3,782798E-08
59,313	3,592981E-08
59,344	3,595295E-08
59,375	3,828568E-08
59,406	4,282927E-08
59,438	4,924867E-08
59,469	5,721219E-08
59,500	6,619097E-08
59,531	7,530135E-08
59,563	8,363691E-08
59,594	9,067917E-08
59,625	9,629476E-08
59,656	1,004886E-07
59,688	1,033772E-07
59,719	1,052439E-07
59,750	1,063233E-07
59,781	1,066921E-07
59,813	1,064410E-07
59,844	1,056893E-07
59,875	1,044033E-07
59,906	1,023258E-07
59,938	9,912722E-08
59,969	9,468784E-08
60,000	8,936336E-08
60,031	8,392870E-08
60,063	7,900722E-08
60,094	7,456192E-08
60,125	7,013736E-08
60,156	6,544960E-08
60,188	6,044544E-08
60,219	5,496913E-08
60,250	4,879167E-08
60,281	4,197658E-08
60,313	3,501336E-08
60,344	2,856281E-08
60,375	2,318324E-08
60,406	1,929525E-08
60,438	1,712147E-08
60,469	1,657741E-08
60,500	1,738063E-08
60,531	1,912862E-08
60,563	2,120553E-08
60,594	2,293678E-08
60,625	2,399484E-08
60,656	2,450699E-08
60,688	2,473728E-08
60,719	2,481857E-08
60,750	2,478444E-08
60,781	2,466545E-08
60,813	2,449585E-08
60,844	2,430708E-08
60,875	2,410779E-08
60,906	2,382461E-08
60,938	2,332326E-08
60,969	2,250054E-08
61,000	2,134768E-08
61,031	2,003211E-08
61,063	1,885033E-08
61,094	1,793122E-08
61,125	1,710791E-08
61,156	1,616600E-08
61,188	1,506357E-08
61,219	1,387062E-08
61,250	1,262619E-08
61,281	1,132773E-08
61,313	1,000602E-08
61,344	8,751727E-09
61,375	7,688280E-09
61,406	6,956664E-09
61,438	6,682995E-09
61,469	6,880100E-09
61,500	7,408438E-09
61,531	8,085377E-09
61,563	8,782820E-09
61,594	9,421315E-09
61,625	9,949993E-09
61,656	1,033436E-08
61,688	1,055829E-08
61,719	1,067898E-08
61,750	1,081254E-08
61,781	1,098761E-08
61,813	1,111310E-08
61,844	1,115041E-08
61,875	1,116268E-08
61,906	1,116292E-08
61,938	1,107217E-08
61,969	1,081758E-08
62,000	1,039219E-08
62,031	9,847047E-09
62,063	9,232635E-09
62,094	8,544529E-09
62,125	7,764880E-09
62,156	6,940606E-09
62,188	6,213349E-09
62,219	5,753135E-09
62,250	5,582283E-09
62,281	5,532744E-09
62,313	5,443604E-09
62,344	5,381055E-09
62,375	5,676050E-09
62,406	6,661360E-09
62,438	8,329098E-09
62,469	1,032569E-08
62,500	1,228582E-08
62,531	1,407019E-08
62,563	1,568799E-08
62,594	1,711822E-08
62,625	1,824350E-08
62,656	1,893682E-08
62,688	1,919748E-08
62,719	1,916453E-08
62,750	1,900771E-08
62,781	1,884314E-08
62,813	1,870076E-08
62,844	1,853445E-08
62,875	1,830732E-08
62,906	1,802655E-08
62,938	1,763825E-08
62,969	1,697457E-08
63,000	1,591080E-08
63,031	1,460933E-08
63,063	1,349005E-08
63,094	1,284734E-08
63,125	1,260655E-08
63,156	1,247910E-08
63,188	1,220915E-08
63,219	1,173553E-08
63,250	1,122283E-08
63,281	1,091179E-08
63,313	1,091769E-08
63,344	1,113045E-08
63,375	1,136816E-08
63,406	1,168945E-08
63,438	1,239398E-08
63,469	1,360245E-08
63,500	1,503090E-08
63,531	1,633415E-08
63,563	1,745538E-08
63,594	1,848148E-08
63,625	1,939418E-08
63,656	2,013206E-08
63,688	2,073967E-08
63,719	2,128322E-08
63,750	2,165103E-08
63,781	2,164895E-08
63,813	2,133360E-08
63,844	2,099067E-08
63,875	2,072468E-08
63,906	2,031368E-08
63,938	1,952311E-08
63,969	1,839903E-08
64,000	1,718313E-08
64,031	1,603505E-08
64,063	1,495199E-08
64,094	1,388845E-08
64,125	1,280980E-08
64,156	1,168215E-08
64,188	1,050840E-08
64,219	9,310673E-09
64,250	8,080635E-09
64,281	6,853798E-09
64,313	5,828199E-09
64,344	5,353466E-09
64,375	5,721043E-09
64,406	6,893590E-09
64,438	8,509495E-09
64,469	1,021306E-08
64,500	1,190592E-08
64,531	1,366239E-08
64,563	1,546204E-08
64,594	1,709350E-08
64,625	1,836424E-08
64,656	1,923128E-08
64,688	1,970614E-08
64,719	1,984984E-08
64,750	1,982363E-08
64,781	1,979792E-08
64,813	1,982187E-08
64,844	1,982224E-08
64,875	1,972605E-08
64,906	1,951192E-08
64,938	1,912759E-08
64,969	1,849351E-08
65,000	1,763542E-08
65,031	1,672367E-08
65,063	1,593831E-08
65,094	1,531499E-08
65,125	1,472488E-08
65,156	1,399096E-08
65,188	1,303027E-08
65,219	1,191134E-08
65,250	1,079213E-08
65,281	9,779166E-09
65,313	8,817323E-09
65,344	7,805283E-09
65,375	6,843790E-09
65,406	6,259395E-09
65,438	6,354458E-09
65,469	7,140301E-09
65,500	8,333460E-09
65,531	9,615605E-09
65,563	1,082185E-08
65,594	1,189240E-08
65,625	1,277814E-08
65,656	1,342876E-08
65,688	1,383646E-08
65,719	1,410353E-08
65,750	1,439385E-08
65,781	1,471935E-08
65,813	1,487246E-08
65,844	1,467984E-08
65,875	1,420484E-08
65,906	1,368785E-08
65,938	1,334164E-08
65,969	1,313389E-08
66,000	1,285867E-08
66,031	1,242360E-08
66,063	1,189109E-08
66,094	1,130008E-08
66,125	1,062159E-08
66,156	9,855445E-09
66,188	9,051147E-09
66,219	8,297793E-09
66,250	7,750368E-09
66,281	7,535006E-09
66,313	7,670987E-09
66,344	8,235808E-09
66,375	9,500937E-09
66,406	1,177471E-08
66,438	1,509822E-08
66,469	1,910694E-08
66,500	2,326026E-08
66,531	2,719645E-08
66,563	3,079732E-08
66,594	3,403342E-08
66,625	3,685586E-08
66,656	3,916719E-08
66,688	4,088271E-08
66,719	4,202306E-08
66,750	4,271551E-08
66,781	4,313900E-08
66,813	4,344717E-08
66,844	4,368441E-08
66,875	4,379170E-08
66,906	4,367621E-08
66,938	4,321962E-08
66,969	4,226556E-08
67,000	4,075387E-08
67,031	3,886442E-08
67,063	3,688155E-08
67,094	3,497792E-08
67,125	3,318757E-08
67,156	3,146367E-08
67,188	2,968850E-08
67,219	2,768532E-08
67,250	2,534279E-08
67,281	2,272483E-08
67,313	2,007319E-08
67,344	1,782127E-08
67,375	1,643424E-08
67,406	1,600750E-08
67,438	1,625037E-08
67,469	1,696472E-08
67,500	1,816792E-08
67,531	1,975951E-08
67,563	2,143626E-08
67,594	2,293162E-08
67,625	2,416030E-08
67,656	2,516126E-08
67,688	2,599057E-08
67,719	2,663654E-08
67,750	2,702033E-08
67,781	2,713010E-08
67,813	2,708699E-08
67,844	2,702181E-08
67,875	2,694180E-08
67,906	2,673552E-08
67,938	2,629965E-08
67,969	2,561625E-08
68,000	2,468228E-08
68,031	2,351590E-08
68,063	2,227873E-08
68,094	2,114288E-08
68,125	2,004823E-08
68,156	1,882894E-08
68,188	1,747738E-08
68,219	1,613850E-08
68,250	1,498655E-08
68,281	1,422581E-08
68,313	1,415560E-08
68,344	1,508778E-08
68,375	1,716303E-08
68,406	2,037383E-08
68,438	2,469503E-08
68,469	2,998157E-08
68,500	3,582471E-08
68,531	4,169390E-08
68,563	4,719186E-08
68,594	5,209690E-08
68,625	5,624859E-08
68,656	5,953607E-08
68,688	6,195320E-08
68,719	6,357385E-08
68,750	6,449823E-08
68,781	6,481490E-08
68,813	6,459513E-08
68,844	6,395358E-08
68,875	6,304167E-08
68,906	6,187848E-08
68,938	6,030034E-08
68,969	5,819441E-08
69,000	5,564366E-08
69,031	5,282682E-08
69,063	4,997869E-08
69,094	4,737613E-08
69,125	4,508448E-08
69,156	4,275429E-08
69,188	3,991481E-08
69,219	3,643494E-08
69,250	3,256908E-08
69,281	2,869128E-08
69,313	2,518962E-08
69,344	2,253142E-08
69,375	2,116768E-08
69,406	2,134642E-08
69,438	2,311410E-08
69,469	2,642070E-08
69,500	3,105254E-08
69,531	3,649477E-08
69,563	4,207387E-08
69,594	4,725592E-08
69,625	5,174456E-08
69,656	5,542101E-08
69,688	5,830014E-08
69,719	6,045721E-08
69,750	6,193724E-08
69,781	6,278138E-08
69,813	6,308943E-08
69,844	6,299130E-08
69,875	6,258049E-08
69,906	6,186849E-08
69,938	6,076602E-08
69,969	5,911463E-08
70,000	5,679304E-08
70,031	5,387072E-08
70,063	5,071697E-08
70,094	4,787568E-08
70,125	4,563237E-08
70,156	4,370028E-08
70,188	4,150530E-08
70,219	3,872484E-08
70,250	3,544666E-08
70,281	3,196546E-08
70,313	2,855068E-08
70,344	2,538702E-08
70,375	2,268857E-08
70,406	2,075028E-08
70,438	1,982220E-08
70,469	1,999881E-08
70,500	2,120382E-08
70,531	2,319386E-08
70,563	2,562629E-08
70,594	2,817987E-08
70,625	3,059231E-08
70,656	3,269404E-08
70,688	3,448399E-08
70,719	3,601336E-08
70,750	3,720343E-08
70,781	3,796580E-08
70,813	3,837405E-08
70,844	3,849730E-08
70,875	3,819260E-08
70,906	3,730466E-08
70,938	3,596839E-08
70,969	3,449196E-08
71,000	3,304020E-08
71,031	3,156646E-08
71,063	2,998747E-08
71,094	2,831626E-08
71,125	2,662661E-08
71,156	2,497575E-08
71,188	2,337929E-08
71,219	2,182352E-08
71,250	2,031102E-08
71,281	1,892509E-08
71,313	1,783784E-08
71,344	1,723250E-08
71,375	1,725381E-08
71,406	1,799260E-08
71,438	1,946812E-08
71,469	2,165059E-08
71,500	2,443025E-08
71,531	2,756327E-08
71,563	3,074130E-08
71,594	3,370290E-08
71,625	3,628714E-08
71,656	3,840724E-08
71,688	4,000056E-08
71,719	4,110563E-08
71,750	4,192838E-08
71,781	4,265734E-08
71,813	4,324531E-08
71,844	4,347698E-08
71,875	4,321336E-08
71,906	4,250145E-08
71,938	4,145175E-08
71,969	4,005902E-08
72,000	3,825247E-08
72,031	3,613915E-08
72,063	3,401297E-08
72,094	3,209741E-08
72,125	3,041806E-08
72,156	2,885185E-08
72,188	2,718666E-08
72,219	2,524439E-08
72,250	2,305684E-08
72,281	2,092910E-08
72,313	1,934389E-08
72,344	1,879294E-08
72,375	1,962084E-08
72,406	2,194633E-08
72,438	2,566050E-08
72,469	3,036244E-08
72,500	3,541297E-08
72,531	4,029022E-08
72,563	4,473514E-08
72,594	4,854188E-08
72,625	5,152994E-08
72,656	5,372107E-08
72,688	5,535349E-08
72,719	5,667454E-08
72,750	5,773457E-08
