,Start,Center,End,alphaC,alphaC_std,alphaN,alphaN_std
28,0.001692749788098377,0.05171524006938816,0.10173773035067793,[  64.37790546 -299.99999987   -2.25815249],[1.22443196e+02 5.85014115e+02 1.05694277e-11],[-1.08570165 -2.29770267],[0.51289992 0.57536393]
29,0.0017114497844652144,0.051733940065755,0.10175643034704476,[ 6.43439450e+01 -3.00000000e+02  3.39170865e-02],[1.22032404e+02 5.83347168e+02 1.17600659e-11],[-1.08581527 -2.29943651],[0.5114749  0.57439794]
30,0.0017301497808320516,0.05175264006212183,0.10177513034341161,[  64.30990698 -299.9999996    -0.34222415],[1.21622182e+02 5.81681944e+02 1.78867771e-11],[-1.08592907 -2.30117856],[0.51005124 0.57343304]
31,0.0017488497771988888,0.05177134005848867,0.10179383033977844,[  64.2759195  -299.9999996     0.94200654],[1.21213760e+02 5.80023245e+02 7.50348767e-11],[-1.08604271 -2.30292124],[0.50863301 0.57247076]
32,0.0017675497735657262,0.05179004005485551,0.10181253033614528,[  64.24197501 -299.99999961   -0.59264672],[1.20807486e+02 5.78372747e+02 3.74718961e-11],[-1.08615621 -2.30466498],[0.50722173 0.57151371]
33,0.0017862497699325636,0.051808740051222345,0.10183123033251212,[  64.20807734 -299.99999961   -0.74973488],[1.20401694e+02 5.76722458e+02 4.80658005e-11],[-1.08626955 -2.30640956],[0.5058104  0.57055377]
34,0.0018049497662994008,0.051827440047589185,0.10184993032887896,[  64.17422639 -299.99999977    0.34951672],[1.19998911e+02 5.75084583e+02 1.58011482e-11],[-1.08638273 -2.30815498],[0.50440966 0.5696022 ]
35,0.001823649762666238,0.05184614004395602,0.10186863032524579,[  64.14041674 -299.99999955    0.9238316 ],[1.19597350e+02 5.73450524e+02 2.74166180e-12],[-1.08649577 -2.30990156],[0.50301204 0.5686516 ]
36,0.0018423497590330754,0.05186484004032286,0.10188733032161264,[  64.10665316 -299.99999976   -0.78633048],[1.19198651e+02 5.71828153e+02 1.25029449e-11],[-1.08660866 -2.31164902],[0.50162441 0.56770929]
37,0.0018610497553999128,0.0518835400366897,0.10190603031797947,[  64.07293869 -299.99999977   -1.42652256],[1.18799487e+02 5.70201487e+02 1.99732508e-11],[-1.08672138 -2.31339715],[0.50023277 0.56675954]
38,0.00187974975176675,0.05190224003305653,0.1019247303143463,[  64.03927061 -299.99999977    0.65435532],[1.18404408e+02 5.68592415e+02 8.12537135e-11],[-1.08683395 -2.31514614],[0.4988563  0.56582381]
39,0.0018984497481335872,0.05192094002942337,0.10194343031071314,[  64.00564991 -299.99999978   -1.86780384],[1.18008839e+02 5.66978943e+02 3.56684029e-11],[-1.08694636 -2.3168959 ],[0.49747574 0.5648807 ]
40,0.0019171497445004246,0.051939640025790206,0.10196213030707998,[ 6.39720672e+01 -3.00000000e+02  1.95381617e-01],[1.17616686e+02 5.65379985e+02 9.78234640e-12],[-1.08705864 -2.31864701],[0.49610764 0.56394868]
41,0.001935849740867262,0.051958340022157046,0.10198083030344682,[  63.93852709 -299.99999999    0.68740145],[1.17226428e+02 5.63788151e+02 1.69769001e-11],[-1.08717077 -2.32039919],[0.49474557 0.56302073]
42,0.001954549737234099,0.05197704001852388,0.10199953029981365,[  63.90493074 -299.99999979    0.66316487],[1.16835089e+02 5.62189994e+02 2.62029459e-11],[-1.08728302 -2.32215842],[0.49337778 0.56208559]
43,0.0019732497336009368,0.05199574001489072,0.1020182302961805,[  63.87158034 -299.99999999    0.52407396],[1.16448178e+02 5.60609455e+02 8.20106208e-11],[-1.08739457 -2.32390638],[0.49202506 0.56116062]
44,0.001991949729967774,0.05201444001125756,0.10203693029254733,[  63.8380619  -299.99999974    0.72787438],[1.16062581e+02 5.59035119e+02 6.21230982e-11],[-1.08750655 -2.32566819],[0.49067768 0.5602429 ]
45,0.002010649726334611,0.05203314000762439,0.10205563028891416,[  63.80470237 -299.99999975   -1.39965705],[1.15676714e+02 5.57456530e+02 9.17512155e-12],[-1.08761807 -2.32742399],[0.48932626 0.55931573]
46,0.0020293497227014483,0.05205184000399123,0.102074330285281,[ 6.37714665e+01 -3.00000000e+02 -2.64157772e-01],[1.15294834e+02 5.55894532e+02 2.41582840e-11],[-1.08772921 -2.32917588],[0.4879891  0.55840039]
47,0.0020480497190682855,0.052070540000358066,0.10209303028164785,[  63.73818879 -299.99999989   -1.37843219],[1.14913452e+02 5.54333757e+02 3.30463536e-11],[-1.08784044 -2.33093396],[0.48665283 0.55748482]
48,0.002066749715435123,0.052089239996724906,0.10211173027801468,[  63.704954   -299.99999988    2.10528901],[1.14535235e+02 5.52786343e+02 3.51960207e-12],[-1.08795152 -2.33269307],[0.48532805 0.55657954]
49,0.0020854497118019603,0.05210793999309174,0.10213043027438151,[  63.67175927 -299.99999988    0.43272359],[1.14157397e+02 5.51238861e+02 4.50359702e-11],[-1.08806245 -2.33445337],[0.48400299 0.55567134]
50,0.0021041497081687975,0.05212663998945858,0.10214913027074836,[  63.63860957 -299.99999987   -1.34598399],[1.13781008e+02 5.49696484e+02 2.46319015e-11],[-1.08817324 -2.33621456],[0.48268216 0.55476494]
51,0.002122849704535635,0.05214533998582542,0.10216783026711519,[  63.60550589 -299.99999983   -1.73313413],[1.13407367e+02 5.48165454e+02 6.00033215e-11],[-1.08828386 -2.33797657],[0.48137106 0.55386703]
52,0.0021415497009024723,0.05216403998219225,0.10218653026348203,[  63.57244021 -299.99999983   -1.41175165],[1.13033643e+02 5.46632177e+02 1.86449485e-11],[-1.08839435 -2.33973988],[0.48005777 0.55296404]
53,0.0021602496972693095,0.052182739978559094,0.10220523025984886,[  63.5391892  -299.99999931    0.34791478],[1.12660309e+02 5.45100844e+02 7.52866393e-12],[-1.08850533 -2.34151833],[0.47874611 0.55206428]
54,0.002178949693636147,0.05220143997492593,0.1022239302562157,[  63.50643492 -300.            0.453173  ],[1.12293273e+02 5.43594292e+02 4.10973843e-11],[-1.08861489 -2.3432697 ],[0.47745565 0.55117756]
55,0.002197649690002984,0.05222013997129277,0.10224263025258254,[  63.4734823  -299.99999977   -0.73560592],[1.11925043e+02 5.42082140e+02 4.89393881e-11],[-1.08872497 -2.34503699],[0.47616022 0.55028699]
56,0.0022163496863698215,0.05223883996765961,0.10226133024894937,[  63.44057713 -299.99999977    1.86834541],[1.11558061e+02 5.40574137e+02 5.08953627e-11],[-1.0888349  -2.34680501],[0.47486821 0.54939763]
57,0.0022350496827366587,0.05225753996402644,0.10228003024531622,[  63.40770472 -299.99999988    2.36219079],[1.11191793e+02 5.39067831e+02 6.11447733e-11],[-1.08894469 -2.34857465],[0.47357746 0.54850718]
58,0.002253749679103496,0.05227623996039328,0.10229873024168305,[  63.37488055 -299.99999988   -0.6742692 ],[1.10829694e+02 5.37579867e+02 6.23592085e-11],[-1.08905433 -2.35034495],[0.4723026  0.54763206]
59,0.0022724496754703335,0.052294939956760114,0.10231743023804989,[ 6.33421113e+01 -2.99999999e+02 -1.62835331e-01],[1.10467522e+02 5.36089620e+02 3.36315205e-11],[-1.08916377 -2.35211547],[0.47102549 0.54675156]
60,0.0022911496718371707,0.052313639953126954,0.10233613023441672,[  63.30928585 -299.99999564   -2.00722848],[1.10105684e+02 5.34599973e+02 5.53584666e-11],[-1.08927335 -2.35389319],[0.46974877 0.54587073]
61,0.002309849668204008,0.05233233994949379,0.10235483023078357,[  63.27658043 -299.9999958    -1.42144356],[1.09747070e+02 5.33123538e+02 8.46299761e-12],[-1.08938255 -2.35566708],[0.46848337 0.5449988 ]
62,0.0023285496645708455,0.05235103994586063,0.1023735302271504,[  63.24399752 -299.99999982    1.87013397],[1.09389667e+02 5.31650534e+02 1.86490733e-11],[-1.08949139 -2.35743696],[0.46722069 0.54412581]
63,0.0023472496609376822,0.05236973994222747,0.10239223022351723,[  63.21136756 -299.99999982    0.68135289],[1.09034399e+02 5.30186840e+02 2.80312462e-11],[-1.08960032 -2.35921345],[0.46596605 0.54326117]
64,0.00236594965730452,0.0523884399385943,0.10241093021988408,[ 6.31787759e+01 -3.00000000e+02 -1.11410887e-01],[1.08680213e+02 5.28726664e+02 8.02189048e-12],[-1.08970911 -2.3609912 ],[0.46471427 0.54239716]
65,0.0023846496536713575,0.05240713993496114,0.10242963021625091,[  63.1462236  -299.99999981   -0.30927826],[1.08326549e+02 5.27267251e+02 5.50605438e-11],[-1.08981776 -2.36277016],[0.46346296 0.54153135]
66,0.002403349650038194,0.052425839931327975,0.10244833021261775,[ 6.31137074e+01 -3.00000000e+02 -2.67899732e-01],[1.07975576e+02 5.25819248e+02 1.98258522e-11],[-1.08992628 -2.36455051],[0.46222145 0.54067402]
67,0.002422049646405032,0.052444539927694815,0.10246703020898458,[  63.08122872 -299.99999981    0.67666795],[1.07625631e+02 5.24374501e+02 1.75887552e-11],[-1.09003465 -2.36633218],[0.46098259 0.53981758]
68,0.002440749642771869,0.05246323992406165,0.10248573020535143,[  63.04879234 -299.99999981    0.42789899],[1.07277755e+02 5.22938092e+02 3.32441006e-11],[-1.09014288 -2.36811485],[0.45975084 0.53896655]
69,0.002459449639138706,0.05248193992042849,0.10250443020171826,[  63.01638376 -299.99999977   -1.17287634],[1.06929598e+02 5.21498653e+02 2.94035352e-12],[-1.09025099 -2.36989945],[0.45851624 0.53811008]
70,0.002478149635505544,0.05250063991679533,0.1025231301980851,[  62.98401962 -299.99999977    1.84260511],[1.06584910e+02 5.20074399e+02 1.92172012e-11],[-1.09035895 -2.37168491],[0.45729475 0.53726602]
71,0.002496849631872381,0.05251933991316216,0.10254183019445194,[  62.95169167 -299.99999977    0.56907802],[1.06240655e+02 5.18650557e+02 1.40955702e-11],[-1.09046677 -2.37347177],[0.45607342 0.53641981]
72,0.002515549628239218,0.052538039909529,0.10256053019081877,[  62.91940115 -299.99999968   -1.67954997],[1.05897041e+02 5.17228136e+02 5.60250444e-11],[-1.09057445 -2.37525993],[0.45485314 0.53557242]
73,0.002534249624606056,0.052556739905895836,0.10257923018718561,[  62.88714615 -299.99999968    2.77625586],[1.05556843e+02 5.15820758e+02 5.55353795e-11],[-1.090682   -2.37704952],[0.45364586 0.53473752]
74,0.0025529496209728926,0.052575439902262676,0.10259793018355245,[  62.85492936 -299.99999969   -2.54950918],[1.05215526e+02 5.14406194e+02 1.67264454e-11],[-1.09078941 -2.37884037],[0.45243208 0.53389285]
75,0.00257164961733973,0.052594139898629516,0.10261663017991929,[  62.8227482  -299.99999973    1.20653991],[1.04878378e+02 5.13010376e+02 6.43648705e-11],[-1.09089668 -2.38063264],[0.45123456 0.53306461]
76,0.0025903496137065674,0.05261283989499635,0.10263533017628612,[ 6.27905996e+01 -3.00000000e+02  5.43642260e-02],[1.04540368e+02 5.11608728e+02 6.35717761e-12],[-1.09100383 -2.38242653],[0.4500317  0.53222752]
77,0.0026090496100734046,0.05263153989136319,0.10265403017265295,[  62.75849059 -299.99999977    1.23573085],[1.04204224e+02 5.10214515e+02 1.99171176e-11],[-1.09111082 -2.38422158],[0.44883519 0.53139558]
78,0.002627749606440242,0.05265023988773002,0.1026727301690198,[  62.72641778 -299.99999978    0.74289582],[1.03869941e+02 5.08827777e+02 4.88141606e-11],[-1.09121769 -2.38601801],[0.44764504 0.53056861]
79,0.0026464496028070794,0.05266893988409686,0.10269143016538664,[  62.69438269 -299.99999976   -1.62756794],[1.03536756e+02 5.07444762e+02 4.24545214e-11],[-1.09132441 -2.38781572],[0.44645797 0.52974287]
80,0.0026651495991739165,0.052687639880463696,0.10271013016175347,[  62.66238193 -299.99999976    1.72059713],[1.03205744e+02 5.06070786e+02 4.52147816e-11],[-1.09143099 -2.38961494],[0.44527865 0.52892387]
81,0.002683849595540754,0.05270633987683054,0.10272883015812032,[  62.63041499 -299.99999976    0.7606144 ],[1.02874967e+02 5.04696363e+02 1.12323440e-11],[-1.09153745 -2.39141568],[0.44409873 0.52810171]
82,0.0027025495919075914,0.05272503987319738,0.10274753015448715,[  62.5984831  -299.99999975   -1.22962296],[1.02545561e+02 5.03327044e+02 3.11892568e-11],[-1.09164377 -2.39321788],[0.44292311 0.52728235]
83,0.0027212495882744285,0.05274373986956421,0.10276623015085398,[ 6.25665719e+01 -3.00000000e+02 -2.03529262e-01],[1.02218772e+02 5.01969104e+02 2.48750713e-11],[-1.09174999 -2.39502248],[0.4417573  0.52647227]
84,0.002739949584641266,0.05276243986593105,0.10278493014722082,[  62.53471408 -299.99999986    1.11669207],[1.01891379e+02 5.00606435e+02 3.45678843e-11],[-1.09185603 -2.39682733],[0.44058713 0.52565451]
85,0.002758649581008103,0.052781139862297884,0.10280363014358766,[  62.50288812 -299.99999987   -0.87753115],[1.01566758e+02 4.99255817e+02 3.61744040e-12],[-1.09196194 -2.39863383],[0.43942737 0.52484679]
86,0.0027773495773749405,0.052799839858664724,0.1028223301399545,[ 6.24710423e+01 -3.00000000e+02  1.68712674e-01],[1.01243234e+02 4.97909453e+02 4.70417819e-11],[-1.09206787 -2.40044544],[0.43827119 0.52404182]
87,0.0027960495737417777,0.05281853985503156,0.10284103013632133,[  62.4393438  -299.99999977    1.11137603],[1.00921555e+02 4.96569715e+02 2.98208300e-11],[-1.09217335 -2.40225103],[0.43712056 0.5232389 ]
88,0.002814749570108615,0.0528372398513984,0.10285973013268818,[  62.40762039 -299.99999977    2.10970185],[1.00601085e+02 4.95234817e+02 7.37431465e-12],[-1.09227886 -2.40406205],[0.43597405 0.52243975]
89,0.0028334495664754525,0.05285593984776524,0.10287843012905501,[  62.37593448 -299.99999978   -1.36880878],[1.00281766e+02 4.93904005e+02 5.73337260e-11],[-1.09238422 -2.40587437],[0.43483093 0.52164223]
90,0.0028521495628422897,0.05287463984413207,0.10289713012542184,[  62.34421571 -299.99999925   -1.41643411],[9.99620575e+01 4.92570226e+02 2.32899731e-11],[-1.09248963 -2.40769267],[0.43368507 0.52084051]
91,0.002870849559209127,0.05289333984049891,0.10291583012178868,[  62.31259684 -299.99999933    1.3496235 ],[9.96456608e+01 4.91250723e+02 9.11625079e-12],[-1.09259473 -2.40950809],[0.43255152 0.52004975]
92,0.0028895495555759645,0.052912039836865744,0.10293453011815552,[  62.2810777  -299.99999977    0.3932549 ],[9.93303482e+01 4.89934509e+02 2.02281426e-11],[-1.09269952 -2.41132061],[0.43142065 0.51925878]
93,0.0029082495519428013,0.052930739833232585,0.10295323011452236,[  62.24952608 -299.99999977    2.50509058],[9.90161902e+01 4.88622988e+02 3.90049562e-12],[-1.09280435 -2.41313911],[0.43029375 0.51847136]
94,0.002926949548309639,0.052949439829599425,0.10297193011088919,[  62.2180105  -299.99999977   -1.5738496 ],[9.87029625e+01 4.87314496e+02 1.50035760e-11],[-1.09290903 -2.41495899],[0.42916934 0.51768475]
95,0.002945649544676476,0.05296813982596626,0.10299063010725604,[  62.18652475 -299.99999978   -0.87497786],[9.83905562e+01 4.86008576e+02 3.01739002e-11],[-1.0930136  -2.41678066],[0.42804701 0.51689836]
96,0.0029643495410433133,0.0529868398223331,0.10300933010362287,[  62.15501027 -299.99999422   -0.89668402],[9.80800477e+01 4.84711008e+02 1.41850688e-11],[-1.09311819 -2.41860805],[0.42693187 0.51611924]
97,0.002983049537410151,0.05300553981869993,0.1030280300999897,[  62.12359462 -299.99999444   -1.89923857],[9.77698463e+01 4.83412927e+02 1.30431279e-11],[-1.09322248 -2.42043263],[0.42581606 0.51533614]
98,0.003001749533776988,0.05302423981506677,0.10304673009635654,[  62.09221136 -299.99999466   -0.40226402],[9.74621957e+01 4.82125982e+02 5.11511928e-11],[-1.09332663 -2.42225883],[0.42470987 0.51456216]
99,0.0030204495301438252,0.053042939811433605,0.10306543009272338,[  62.06086218 -299.99999502    1.22027321],[9.71551228e+01 4.80840403e+02 1.89769022e-12],[-1.09343064 -2.42408655],[0.42360469 0.51378709]
100,0.003039149526510663,0.053061639807800445,0.10308413008909022,[  62.02954719 -299.99999523    1.52007097],[9.68492412e+01 4.79559194e+02 1.10415681e-11],[-1.09353452 -2.42591578],[0.4225032  0.51301451]
101,0.0030578495228775,0.053080339804167286,0.10310283008545705,[  61.9983349  -299.99999964    1.29259968],[9.65453411e+01 4.78285829e+02 2.49146367e-11],[-1.09363808 -2.42774186],[0.42140837 0.5122461 ]
102,0.0030765495192443372,0.05309903980053412,0.1031215300818239,[  61.9670858  -299.99999964    2.00024291],[9.62422565e+01 4.77015543e+02 5.14940597e-11],[-1.09374168 -2.42957425],[0.42031612 0.51148   ]
103,0.003095249515611175,0.05311773979690096,0.10314023007819073,[  61.93586868 -299.99999965   -2.21541959],[9.59399267e+01 4.75747540e+02 6.60053529e-13],[-1.09384515 -2.43140829],[0.41922569 0.51071386]
104,0.0031139495119780116,0.05313643979326779,0.10315893007455756,[  61.90468542 -299.99999966    3.08408037],[9.56388568e+01 4.74484305e+02 3.54510165e-11],[-1.09394849 -2.43324386],[0.4181393  0.50995046]
105,0.0031326495083448492,0.05315513978963463,0.1031776300709244,[  61.87353857 -299.99999974   -1.15260003],[9.53402187e+01 4.73231680e+02 4.86826422e-11],[-1.09405168 -2.43508078],[0.41706205 0.50919558]
106,0.0031513495047116864,0.053173839786001466,0.10319633006729124,[ 6.1842418e+01 -3.0000000e+02  8.0978816e-02],[9.50410567e+01 4.71975032e+02 9.61795222e-12],[-1.09415475 -2.43691975],[0.4159811  0.50843434]
107,0.0031700495010785236,0.053192539782368306,0.10321503006365808,[  61.8113319  -299.99999976    0.6448586 ],[9.47443338e+01 4.70729040e+02 6.00706593e-11],[-1.09425768 -2.43876021],[0.41490935 0.50768205]
108,0.003188749497445361,0.053211239778735146,0.10323373006002491,[  61.78028073 -299.99999967    1.14509691],[9.44480316e+01 4.69483689e+02 2.90385820e-11],[-1.09436047 -2.44060212],[0.41383799 0.50692794]
109,0.0032074494938121984,0.05322993977510198,0.10325243005639176,[  61.74926096 -299.9999998    -0.90865365],[9.41527087e+01 4.68241781e+02 4.48954890e-11],[-1.09446312 -2.44244572],[0.41276949 0.50617511]
110,0.0032261494901790356,0.05324863977146882,0.10327113005275859,[  61.71827397 -299.9999998     0.39099874],[9.38594754e+01 4.67008833e+02 6.06857970e-12],[-1.09456564 -2.44429094],[0.41170871 0.50542956]
111,0.0032448494865458728,0.05326733976783565,0.10328983004912543,[  61.68731828 -299.9999998     1.57710647],[9.35673383e+01 4.65779942e+02 1.22879544e-11],[-1.09466802 -2.44613785],[0.41065132 0.50468586]
112,0.0032635494829127104,0.05328603976420249,0.10330853004549227,[ 6.16563951e+01 -3.00000000e+02  4.37852830e-02],[9.32755563e+01 4.64551395e+02 2.49766759e-11],[-1.09477026 -2.44798639],[0.40959407 0.50394025]
113,0.0032822494792795476,0.053304739760569333,0.1033272300418591,[ 6.16254308e+01 -3.00000000e+02  1.59730995e-01],[9.29848083e+01 4.63327129e+02 4.42553474e-11],[-1.09487256 -2.44984172],[0.40854045 0.50319827]
114,0.0033009494756463848,0.05332343975693617,0.10334593003822594,[  61.59464026 -299.99999977   -1.50697211],[9.26967163e+01 4.62113652e+02 7.42388935e-12],[-1.09497436 -2.45168877],[0.4074961  0.50246283]
115,0.0033196494720132224,0.05334213975330301,0.10336463003459277,[  61.56381433 -299.99999975   -0.779025  ],[9.24085498e+01 4.60898900e+02 5.60308254e-11],[-1.09507619 -2.4535422 ],[0.40645049 0.50172504]
116,0.0033383494683800596,0.05336083974966984,0.10338333003095962,[  61.53301986 -299.99999999   -0.60741919],[9.21221968e+01 4.59691821e+02 2.49176956e-11],[-1.09517788 -2.45539734],[0.40541146 0.50099305]
117,0.0033570494647468968,0.05337953974603668,0.10340203002732645,[ 6.15022586e+01 -3.00000000e+02 -9.37419429e-03],[9.18360961e+01 4.58484584e+02 6.11893752e-11],[-1.09527944 -2.45725404],[0.40437214 0.50025876]
118,0.003375749461113734,0.053398239742403514,0.10342073002369329,[  61.4715336  -300.           -2.05477031],[9.15524073e+01 4.57288010e+02 1.05317045e-11],[-1.09538085 -2.45911211],[0.40334202 0.49953327]
119,0.0033944494574805716,0.053416939738770354,0.10343943002006013,[  61.44083699 -300.           -4.27955137],[9.12682725e+01 4.56087841e+02 3.40540638e-11],[-1.09548212 -2.4609721 ],[0.40230858 0.49880179]
120,0.0034131494538474087,0.053435639735137194,0.10345813001642697,[  61.41017159 -300.            2.42988895],[9.09866291e+01 4.54898752e+02 4.99671901e-11],[-1.09558326 -2.4628338 ],[0.40128475 0.49808013]
121,0.003431849450214246,0.05345433973150403,0.1034768300127938,[ 6.13794615e+01 -3.00000000e+02 -3.89665985e-02],[9.07044834e+01 4.53706354e+02 3.44761661e-11],[-1.09568446 -2.46470264],[0.40025786 0.49735385]
122,0.003450549446581083,0.05347303972787087,0.10349553000916063,[  61.34886652 -300.            0.90424405],[9.04249583e+01 4.52525102e+02 4.51096115e-11],[-1.09578531 -2.46656722],[0.39924059 0.4966358 ]
123,0.0034692494429479207,0.0534917397242377,0.10351423000552748,[  61.31829635 -300.            0.49504073],[9.01452958e+01 4.51341836e+02 1.22157890e-11],[-1.09588604 -2.46843399],[0.3982214  0.49591363]
124,0.003487949439314758,0.05351043972060454,0.10353293000189431,[  61.28782095 -299.99999955    2.08381753],[8.98687124e+01 4.50172218e+02 3.43036776e-11],[-1.09598646 -2.47029792],[0.39721402 0.49520247]
125,0.003506649435681595,0.053529139716971375,0.10355162999826115,[  61.25730522 -299.99999983   -2.41737743],[8.95916022e+01 4.48999125e+02 1.38960970e-11],[-1.09608693 -2.4721687 ],[0.39620346 0.49448683]
