,alpha0,alpha1,alpha2,alpha3,alpha4
55,-2.7691459632526834,67.38774830202163,-342.8097703170168,0.0,0.0
56,0.7213305952610718,1.6206049507417282,-33.014858441457115,0.0,0.0
57,2.183237371303436,-25.468863205212664,92.48032122530698,0.0,0.0
58,1.3037370419884389,-9.5959185532399,20.8700496657821,0.0,0.0
59,-0.031396444105392766,14.527854415765082,-88.09611163702016,0.0,0.0
60,0.47404881179759367,5.6071118764295536,-48.73463593923114,0.0,0.0
61,-0.10937288167297383,15.785449587997219,-93.1260210786033,0.0,0.0
62,1.0879089321325188,-4.666858400012507,-5.782596950514625,0.0,0.0
63,-3.458026122951918,71.56331513618365,-325.3549691722349,0.0,0.0
64,9.842563127890063,-147.82760534380782,579.3467273746802,0.0,0.0
65,-19.238382964876998,323.602068885622,-1331.2031258586958,0.0,0.0
66,4.4060249866714445,-50.7211483098581,150.03676536297394,0.0,0.0
67,-66.86148123868789,1059.9290480490445,-4176.200787515397,0.0,0.0
68,-2.12490683809071,47.54170092828388,-218.17792396321556,0.0,0.0
69,1.1452564942219905,-2.9424443479798232,-23.337711977100202,0.0,0.0
70,1.3476245156376685,-6.00420131106579,-11.756846700680882,0.0,0.0
71,1.5287570167787825,-8.709669874263211,-1.6542461754269697,0.0,0.0
72,1.6925634302157,-11.12302125389747,7.234751104301091,0.0,0.0
73,1.800309335838423,-12.688072179175062,12.918001372498969,0.0,0.0
74,3.5289265136652035,-37.34560485216529,100.84828794683105,0.0,0.0
75,-37.70742884231208,542.7380472094733,-1939.189898692896,0.0,0.0
76,-45.440344053574165,641.8591505717035,-2254.3690145254386,0.0,0.0
77,0.37627619341905655,7.6351384115965715,-59.54956082420072,0.0,0.0
78,0.48470555250530306,6.159402834773683,-54.52829559319616,0.0,0.0
79,0.4917850671301321,6.062976022203073,-54.20002535062724,0.0,0.0
80,0.32950773110714693,8.212594364484751,-61.31881163624888,0.0,0.0
81,-0.1782358541297137,14.86017765340235,-83.07712547816274,0.0,0.0
82,-1.357186693268383,30.10862975539016,-132.3829082921012,0.0,0.0
83,-4.4230268680213305,69.27821299284248,-257.4923826272717,0.0,0.0
84,-20.00637260626671,265.8530160478402,-877.4131275896393,0.0,0.0
85,589.0426216369724,-7307.478227468358,22665.351161010756,0.0,0.0
86,917.0773835906316,-11376.204777567878,35281.64007759699,0.0,0.0
87,-185.8324284511157,2124.4036787986124,-6033.095276785681,0.0,0.0
88,2025.223393856852,-24540.96043731862,74363.36364865732,0.0,0.0
89,18978.97156206906,-226593.54045745626,676373.5167959452,0.0,0.0
90,190243.43776493313,-2247907.333498494,6640424.072077409,0.0,0.0
91,161900.803645119,-1899660.7674658645,5573420.97168325,0.0,0.0
92,32486.927405906554,-390342.00995558646,1173199.647518249,0.0,0.0
93,-47091.11668314531,515001.8149311947,-1401722.8168288134,0.0,0.0
94,-103350.23505629704,1144176.961173564,-3160636.8203527713,0.0,0.0
95,-24945.933474795816,276068.75461665634,-757949.2371537978,0.0,0.0
96,-322171.64342544595,3561552.4654485467,-9837193.13323174,0.0,0.0
97,-110299.53581055647,1219981.3841653846,-3367998.5776941804,0.0,0.0
98,49801.90535665877,-516120.7187221089,1338441.011440791,0.0,0.0
99,-231544.68646758428,2506471.0810344084,-6779743.63191037,0.0,0.0
