,Start,Center,End,alphaC0,alphaC0_std,alphaC1,alphaC1_std,alphaC2,alphaC2_std,alphaN0,alphaN0_std,alphaN1,alphaN1_std
0,0.0011691498898269326,0.0036936493993499683,0.006218148908873004,0.4088669082657775,0.0038360315602050258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00118784988619377,0.0037123493957168054,0.006236848905239841,0.40960032479368214,0.003828958941359615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0012065498825606072,0.0037310493920836426,0.006255548901606678,0.4103314130249355,0.003822261336475988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0012252498789274446,0.0037497493884504803,0.006274248897973516,0.41105755359520396,0.003815661447564248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0012439498752942818,0.0037684493848173174,0.006292948894340353,0.41178544039469656,0.003809156667384886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0012626498716611192,0.0037871493811841546,0.00631164889070719,0.41251187200378875,0.003802744401492625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0012813498680279564,0.003805849377550992,0.006330348887074028,0.41323830361089275,0.0037964221119553073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0013000498643947938,0.0038245493739178294,0.006349048883440865,0.4139636438273875,0.003790187293457167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.001318749860761631,0.0038432493702846666,0.006367748879807702,0.41468883852316907,0.003784037488586821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0013374498571284683,0.003861949366651504,0.00638644887617454,0.4154117776714807,0.0037779702691969124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0013561498534953055,0.0038806493630183414,0.006405148872541377,0.41613413474173916,0.003771983255884715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.001374849849862143,0.0038993493593851786,0.006423848868908214,0.4168576559673878,0.0037660741131901186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0013935498462289801,0.003918049355752016,0.006442548865275051,0.41758641588491313,0.0037602405234139816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0014122498425958175,0.003936749352118853,0.006461248861641889,0.4182965493484651,0.0037544801879207104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.001430949838962655,0.003955449348485691,0.006479948858008726,0.41901599603713024,0.0037487908908336023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0014496498353294921,0.003974149344852528,0.006498648854375563,0.41973660692086545,0.003743170489156989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0014683498316963293,0.003992849341219365,0.006517348850742401,0.4204543073799923,0.0037376167529263623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0014870498280631667,0.004011549337586202,0.006536048847109238,0.4211708436858314,0.0037321275783740214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.001505749824430004,0.00403024933395304,0.006554748843476075,0.42188796206936,0.003726700873578218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0015244498207968413,0.004048949330319877,0.006573448839842913,0.4226015879912721,0.0037213345588035392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0015431498171636785,0.004067649326686714,0.00659214883620975,0.42331404976249654,0.003716026681116768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0015618498135305159,0.004086349323053551,0.0066108488325765866,0.42403058606840505,0.0037107751713991695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0015805498098973533,0.004105049319420389,0.006629548828943425,0.42474130160815715,0.003705578084451492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0015992498062641905,0.004123749315787226,0.006648248825310262,0.4254549275308925,0.003700433529898483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0016179498026310279,0.004142449312154063,0.0066669488216770986,0.4261662251456027,0.0036953396004204965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.001636649798997865,0.004161149308520901,0.006685648818043937,0.42687635861226725,0.0036902944271224158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0016553497953647025,0.004179849304887738,0.006704348814410774,0.42758649207543253,0.003685296205050491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0016740497917315396,0.004198549301254575,0.0067230488107776105,0.42829546138545826,0.003680343061344024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.001692749788098377,0.004217249297621413,0.006741748807144449,0.4290032665430642,0.0036754333193534817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0017114497844652144,0.00423594929398825,0.006760448803511286,0.42970757924005515,0.003670565150613422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0017301497808320516,0.004254649290355087,0.0067791487998781225,0.4304153843963882,0.0036657369222910406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0017488497771988888,0.004273349286721925,0.006797848796244959,0.4311231895525545,0.0036609468755666647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0017675497735657262,0.004292049283088762,0.006816548792611798,0.43182604705528604,0.003656193434645652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0017862497699325636,0.004310749279455599,0.0068352487889786345,0.43253414324966516,0.0036514749209549976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0018049497662994008,0.004329449275822437,0.006853948785345471,0.43321400873084304,0.0036467898805111983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.001823649762666238,0.004348149272189274,0.00687264878171231,0.43393112711886805,0.00364213628904785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0018423497590330754,0.00436684926855611,0.0068913487780791465,0.43463660396939324,0.0036375131123043422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0018610497553999128,0.004385549264922949,0.006910048774445983,0.4353368421304491,0.003632918618653953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.00187974975176675,0.004404249261289786,0.006928748770812822,0.43603824444504174,0.0036283513203525393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0018984497481335872,0.004422949257656622,0.0069474487671796585,0.4367349901461083,0.003623809780534741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0019171497445004246,0.00444164925402346,0.006966148763546495,0.4374326089617246,0.0036192925696858845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.001935849740867262,0.004460349250390298,0.006984848759913334,0.4381290636262016,0.0036147982232063616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.001954549737234099,0.004479049246757134,0.0070035487562801705,0.4388298838638487,0.0036103253755663195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0019732497336009368,0.004497749243123972,0.007022248752647007,0.4395237191815054,0.0036058726431232114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.001991949729967774,0.00451644923949081,0.007040948749013846,0.4402163903444269,0.003601438673245165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.002010649726334611,0.004535149235857646,0.0070596487453806825,0.4409090615102094,0.0035970222121105696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0020293497227014483,0.004553849232224484,0.007078348741747519,0.4416040609814807,0.0035926218710283704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0020480497190682855,0.004572549228591322,0.007097048738114358,0.44229673214596277,0.0035882364658895317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.002066749715435123,0.004591249224958158,0.0071157487344811945,0.4429835825443592,0.0035838646586900435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0020854497118019603,0.004609949221324996,0.007134448730848031,0.4436727612439159,0.0035795053062261544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0021041497081687975,0.004628649217691834,0.007153148727214868,0.4443665965616299,0.003575157118428224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.002122849704535635,0.00464734921405867,0.0071718487235817065,0.4450557752647182,0.003570818956420144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0021415497009024723,0.004666049210425508,0.007190548719948543,0.4457402973582919,0.0035664896329708744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0021602496972693095,0.004684749206792346,0.00720924871631538,0.4464318043730101,0.0035621680252858013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.002178949693636147,0.004703449203159182,0.0072279487126822185,0.4471174906187769,0.0035578530327709454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.002197649690002984,0.004722149199526019,0.007246648709049055,0.4478078334777433,0.0035535434883664954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0022163496863698215,0.004740849195892858,0.007265348705415892,0.4484888631215669,0.003549238372091578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0022350496827366587,0.004759549192259694,0.0072840487017827305,0.44917454936749285,0.0035449365625393834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.002253749679103496,0.004778249188626531,0.007302748698149567,0.44985557899973605,0.003540637090330192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0022724496754703335,0.00479694918499337,0.007321448694516404,0.45053893694009095,0.0035363388477997236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0022911496718371707,0.004815649181360206,0.0073401486908832424,0.45121647411214316,0.003532040905441698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.002309849668204008,0.004834349177727043,0.007358848687250079,0.45189866789975763,0.0035277422385227375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0023285496645708455,0.004853049174093881,0.007377548683616916,0.4525808616857199,0.0035234418909454914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0023472496609376822,0.004871749170460718,0.007396248679983754,0.4532607271656477,0.003519138939962043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.00236594965730452,0.004890449166827555,0.007414948676350591,0.4539371001850684,0.003514832378584568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0023846496536713575,0.004909149163194393,0.007433648672717428,0.4546152194326224,0.003510521394321211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.002403349650038194,0.00492784915956123,0.007452348669084266,0.4552910103770594,0.0035062049970143567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.002422049646405032,0.004946549155928067,0.007471048665451103,0.4559685475531947,0.003501882379400751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.002440749642771869,0.004965249152294905,0.00748974866181794,0.45664142811365865,0.0034975526761736415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.002459449639138706,0.004983949148661742,0.007508448658184778,0.45731547282750223,0.00349321498395447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.002478149635505544,0.005002649145028579,0.007527148654551615,0.45798951754092476,0.0034888685607497387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.002496849631872381,0.005021349141395417,0.007545848650918452,0.4586623981004459,0.0034845125299752017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.002515549628239218,0.005040049137762254,0.007564548647285289,0.45933760696656356,0.0034801461101887222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.002534249624606056,0.005058749134129091,0.007583248643652127,0.460003502607459,0.003475768539821675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0025529496209728926,0.005077449130495928,0.007601948640018964,0.4606717265516208,0.0034713790608239753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.00257164961733973,0.005096149126862766,0.007620648636385801,0.46134227880633655,0.0034669769382344824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0025903496137065674,0.005114849123229603,0.007639348632752639,0.4620110848305316,0.0034625613809645263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0026090496100734046,0.00513354911959644,0.007658048629119476,0.46267639839507163,0.003458131739249473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.002627749606440242,0.005152249115963278,0.007676748625486313,0.46334695064822895,0.0034536872860912024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
