,xc,alpha0,alpha1,alpha2,alpha3,alpha4
67,0.12739412536597872,0.9115953465952787,-4.099301426794068,0.0,0.0,0.0
68,0.12926412500266246,1.5206353088214208,-8.863642317142958,0.0,0.0,0.0
69,0.13113412463934618,1.546574377683332,-9.063228553599853,0.0,0.0,0.0
70,0.13300412427602992,1.5556050544676419,-9.131651117188822,0.0,0.0,0.0
71,0.13487412391271364,1.5588497679205384,-9.155905755962898,0.0,0.0,0.0
72,0.13674412354939738,1.5572788790377206,-9.144369894522603,0.0,0.0,0.0
73,0.1386141231860811,1.5520986319164485,-9.106768051280714,0.0,0.0,0.0
74,0.14048412282276485,1.5385467818911835,-9.009807720488132,0.0,0.0,0.0
75,0.14235412245944856,1.5919076476147564,-9.385037829735934,0.0,0.0,0.0
76,0.1442241220961323,1.4532816565154292,-8.423936758184464,0.0,0.0,0.0
77,0.14609412173281602,1.6473607040204057,-9.76527043976669,0.0,0.0,0.0
78,0.14796412136949974,1.6786182057319625,-9.97786928175501,0.0,0.0,0.0
79,0.14983412100618348,1.708720018728082,-10.18002376336638,0.0,0.0,0.0
80,0.1517041206428672,1.7408933064217647,-10.393381105384435,0.0,0.0,0.0
81,0.15357412027955095,1.7814601744105527,-10.659063849881917,0.0,0.0,0.0
82,0.15544411991623466,1.8422348352667337,-11.052217031155712,0.0,0.0,0.0
83,0.1573141195529184,1.9511307496091745,-11.748111811061182,0.0,0.0,0.0
84,0.15918411918960212,2.2368352773762097,-13.551401656665272,0.0,0.0,0.0
85,0.16105411882628587,1.070803186188311,-6.324842959148901,0.0,0.0,0.0
86,0.16292411846296959,-17.26123173570653,106.88129836531193,0.0,0.0,0.0
87,0.16479411809965333,-22.14680843692821,136.90109118997205,0.0,0.0,0.0
88,0.16666411773633705,-37.974964345659984,232.23981304201112,0.0,0.0,0.0
89,0.1685341173730208,-178.32409318715773,1069.2164799959148,0.0,0.0,0.0
90,0.1704041170097045,-1754.3827540288896,10369.9835129997,0.0,0.0,0.0
91,0.17227411664638825,-3180.120007600013,18748.372652495025,0.0,0.0,0.0
92,0.17414411628307197,-3048.007050906807,18020.367290889782,0.0,0.0,0.0
93,0.17601411591975571,-3710.1294885144753,21813.494414446683,0.0,0.0,0.0
94,0.17788411555643943,-3425.865725767145,20206.283100732595,0.0,0.0,0.0
95,0.17975411519312318,-470.45200279566353,3662.1581382215595,0.0,0.0,0.0
96,0.1816241148298069,2193.555356239182,-11049.85679174582,0.0,0.0,0.0
97,0.18349411446649064,3057.1530302059464,-15799.308103403782,0.0,0.0,0.0
98,0.18536411410317435,3834.9575287922944,-20037.829741706595,0.0,0.0,0.0
99,0.1872341137398581,5966.619205511678,-31464.153628806558,0.0,0.0,0.0
