,xc,alpha0,alpha1,alpha2,alpha3,alpha4
0,0.0021041497081687975,0.30784893416264897,0.0,0.0,0.0,0.0
1,0.003974149344852528,0.4012730987812152,0.0,0.0,0.0,0.0
2,0.005844148981536257,0.47794249668161803,0.0,0.0,0.0,0.0
3,0.007714148618219988,0.5421971386705413,0.0,0.0,0.0,0.0
4,0.009584148254903717,0.5848897722475698,0.0,0.0,0.0,0.0
5,0.011454147891587448,0.6048854631559772,0.0,0.0,0.0,0.0
6,0.013324147528271178,0.6045728913491978,0.0,0.0,0.0,0.0
7,0.015194147164954907,0.5902599326733308,0.0,0.0,0.0,0.0
8,0.017064146801638636,0.5671683884579003,0.0,0.0,0.0,0.0
9,0.018934146438322367,0.542790433517669,0.0,0.0,0.0,0.0
10,0.020804146075006098,0.5243419093759102,0.0,0.0,0.0,0.0
11,0.02267414571168983,0.5131046825710925,0.0,0.0,0.0,0.0
12,0.02454414534837356,0.5051261347745304,0.0,0.0,0.0,0.0
13,0.02641414498505729,0.4996372395345072,0.0,0.0,0.0,0.0
14,0.028284144621741017,0.496679016871305,0.0,0.0,0.0,0.0
15,0.030154144258424748,0.4956952015672123,0.0,0.0,0.0,0.0
16,0.03202414389510848,0.49631938529077424,0.0,0.0,0.0,0.0
17,0.03389414353179221,0.4981741083934533,0.0,0.0,0.0,0.0
18,0.03576414316847594,0.5004843514092382,0.0,0.0,0.0,0.0
19,0.03763414280515967,0.5033233392020358,0.0,0.0,0.0,0.0
20,0.0395041424418434,0.5069925059797495,0.0,0.0,0.0,0.0
21,0.04137414207852713,0.5109914578715644,0.0,0.0,0.0,0.0
22,0.04324414171521086,0.5144934815595384,0.0,0.0,0.0,0.0
23,0.04511414135189459,0.5177372337361881,0.0,0.0,0.0,0.0
24,0.046984140988578324,0.5208348309820914,0.0,0.0,0.0,0.0
25,0.048854140625262055,0.5237466913197922,0.0,0.0,0.0,0.0
26,0.050724140261945785,0.5264500146663078,0.0,0.0,0.0,0.0
27,0.052594139898629516,0.5288208206291396,0.0,0.0,0.0,0.0
28,0.05446413953531324,0.5305717174321652,0.0,0.0,0.0,0.0
29,0.05633413917199697,0.5321341810060889,0.0,0.0,0.0,0.0
30,0.0582041388086807,0.533944691649269,0.0,0.0,0.0,0.0
31,0.06007413844536443,0.535911294060578,0.0,0.0,0.0,0.0
32,0.06194413808204816,0.5378641272635389,0.0,0.0,0.0,0.0
33,0.06381413771873189,0.5399558389284969,0.0,0.0,0.0,0.0
34,0.06568413735541562,0.542171128335791,0.0,0.0,0.0,0.0
35,0.06755413699209935,0.5444859658810827,0.0,0.0,0.0,0.0
36,0.06942413662878308,0.5468547585886177,0.0,0.0,0.0,0.0
37,0.07129413626546681,0.5491746292650557,0.0,0.0,0.0,0.0
38,0.07316413590215054,0.5513342019136293,0.0,0.0,0.0,0.0
39,0.07503413553883427,0.5532259688589918,0.0,0.0,0.0,0.0
40,0.076904135175518,0.5547451834583217,0.0,0.0,0.0,0.0
41,0.07877413481220173,0.5559031774458708,0.0,0.0,0.0,0.0
42,0.08064413444888546,0.5567180305468221,0.0,0.0,0.0,0.0
43,0.0825141340855692,0.5571825202185124,0.0,0.0,0.0,0.0
44,0.08438413372225292,0.557256176493525,0.0,0.0,0.0,0.0
45,0.08625413335893664,0.5569403906731958,0.0,0.0,0.0,0.0
46,0.08812413299562037,0.5561221833500067,0.0,0.0,0.0,0.0
47,0.0899941326323041,0.554738971136819,0.0,0.0,0.0,0.0
48,0.09186413226898783,0.5536745430518765,0.0,0.0,0.0,0.0
49,0.09373413190567156,0.5528823642051388,0.0,0.0,0.0,0.0
50,0.0956041315423553,0.5514837578020425,0.0,0.0,0.0,0.0
51,0.09747413117903903,0.5490710042908348,0.0,0.0,0.0,0.0
52,0.09934413081572276,0.5455880489749938,0.0,0.0,0.0,0.0
53,0.10121413045240649,0.5408546122965129,0.0,0.0,0.0,0.0
54,0.10308413008909022,0.5347545655458504,0.0,0.0,0.0,0.0
55,0.10495412972577395,0.5271773739777124,0.0,0.0,0.0,0.0
56,0.10682412936245768,0.5176616504910432,0.0,0.0,0.0,0.0
57,0.10869412899914141,0.5075154914169516,0.0,0.0,0.0,0.0
58,0.11056412863582514,0.4978733932048996,0.0,0.0,0.0,0.0
59,0.11243412827250887,0.4883088339685672,0.0,0.0,0.0,0.0
60,0.1143041279091926,0.4781721659859743,0.0,0.0,0.0,0.0
61,0.11617412754587633,0.4675467953288246,0.0,0.0,0.0,0.0
62,0.11804412718256006,0.45638520929008064,0.0,0.0,0.0,0.0
63,0.1199141268192438,0.44486376877440653,0.0,0.0,0.0,0.0
64,0.12178412645592752,0.4321172354479291,0.0,0.0,0.0,0.0
65,0.12365412609261126,0.42135852996414014,0.0,0.0,0.0,0.0
66,0.125524125729295,0.40310603907956644,0.0,0.0,0.0,0.0
67,0.12739412536597872,0.3893379239952092,0.0,0.0,0.0,0.0
68,0.12926412500266246,0.37474978246656926,0.0,0.0,0.0,0.0
69,0.13113412463934618,0.35792750605083334,0.0,0.0,0.0,0.0
70,0.13300412427602992,0.34089904383279473,0.0,0.0,0.0,0.0
71,0.13487412391271364,0.3237861400564641,0.0,0.0,0.0,0.0
72,0.13674412354939738,0.3066612430535541,0.0,0.0,0.0,0.0
73,0.1386141231860811,0.28958334111636697,0.0,0.0,0.0,0.0
74,0.14048412282276485,0.2726141548009742,0.0,0.0,0.0,0.0
75,0.14235412245944856,0.25568051676975684,0.0,0.0,0.0,0.0
76,0.1442241220961323,0.2381461242388655,0.0,0.0,0.0,0.0
77,0.14609412173281602,0.22042616736152057,0.0,0.0,0.0,0.0
78,0.14796412136949974,0.20192667917799006,0.0,0.0,0.0,0.0
79,0.14983412100618348,0.18303380148626744,0.0,0.0,0.0,0.0
80,0.1517041206428672,0.16374437060039815,0.0,0.0,0.0,0.0
81,0.15357412027955095,0.14399413501915515,0.0,0.0,0.0,0.0
82,0.15544411991623466,0.12360264980429282,0.0,0.0,0.0,0.0
83,0.1573141195529184,0.10214183999013092,0.0,0.0,0.0,0.0
84,0.15918411918960212,0.07824718065304476,0.0,0.0,0.0,0.0
85,0.16105411882628587,0.051746797567924926,0.0,0.0,0.0,0.0
86,0.16292411846296959,0.10708937886532022,0.0,0.0,0.0,0.0
87,0.16479411809965333,0.3893496583803004,0.0,0.0,0.0,0.0
88,0.16666411773633705,0.6833295974160074,0.0,0.0,0.0,0.0
89,0.1685341173730208,1.4062413465982662,0.0,0.0,0.0,0.0
90,0.1704041170097045,6.202558509658124,0.0,0.0,0.0,0.0
91,0.17227411664638825,43.0837581462583,0.0,0.0,0.0,0.0
92,0.17414411628307197,85.81021701197548,0.0,0.0,0.0,0.0
93,0.17601411591975571,124.72853951653883,0.0,0.0,0.0,0.0
94,0.17788411555643943,164.9008871075061,0.0,0.0,0.0,0.0
95,0.17975411519312318,187.39880926088705,0.0,0.0,0.0,0.0
96,0.1816241148298069,187.51278465605102,0.0,0.0,0.0,0.0
97,0.18349411446649064,159.2710480488986,0.0,0.0,0.0,0.0
98,0.18536411410317435,122.50490344305116,0.0,0.0,0.0,0.0
99,0.1872341137398581,79.89657273700445,0.0,0.0,0.0,0.0
