t;Pa
172,00;1,49E+02
173,00;1,48E+02
174,00;1,47E+02
175,00;1,46E+02
176,00;1,45E+02
177,00;1,44E+02
178,00;1,43E+02
179,00;1,42E+02
180,00;1,42E+02
181,00;1,41E+02
182,00;1,40E+02
183,00;1,39E+02
184,00;1,38E+02
185,00;1,37E+02
186,00;1,36E+02
187,00;1,35E+02
188,00;1,35E+02
189,00;1,34E+02
190,00;1,33E+02
191,00;1,32E+02
192,00;1,32E+02
193,00;1,31E+02
194,00;1,30E+02
195,00;1,30E+02
196,00;1,29E+02
197,00;1,28E+02
198,00;1,28E+02
199,00;1,27E+02
200,00;1,26E+02
201,00;1,26E+02
202,00;1,25E+02
203,00;1,24E+02
204,00;1,24E+02
205,00;1,23E+02
206,00;1,22E+02
207,00;1,22E+02
208,00;1,21E+02
209,00;1,20E+02
210,00;1,20E+02
211,00;1,19E+02
212,00;1,19E+02
213,00;1,18E+02
214,00;1,17E+02
215,00;1,17E+02
216,00;1,16E+02
217,00;1,16E+02
218,00;1,15E+02
219,00;1,15E+02
220,00;1,14E+02
221,00;1,14E+02
222,00;1,13E+02
223,00;1,13E+02
224,00;1,12E+02
225,00;1,12E+02
226,00;1,11E+02
227,00;1,11E+02
228,00;1,10E+02
229,00;1,10E+02
230,00;1,09E+02
231,00;1,09E+02
232,00;1,08E+02
233,00;1,08E+02
234,00;1,07E+02
235,00;1,07E+02
236,00;1,06E+02
237,00;1,06E+02
238,00;1,06E+02
239,00;1,05E+02
240,00;1,05E+02
241,00;1,04E+02
242,00;1,04E+02
243,00;1,03E+02
244,00;1,03E+02
245,00;1,03E+02
246,00;1,02E+02
247,00;1,02E+02
248,00;1,01E+02
249,00;1,01E+02
250,00;1,00E+02
251,00;9,99E+01
252,00;9,95E+01
253,00;9,91E+01
254,00;9,87E+01
255,00;9,83E+01
256,00;9,79E+01
257,00;9,75E+01
258,00;9,72E+01
259,00;9,68E+01
260,00;9,64E+01
261,00;9,61E+01
262,00;9,57E+01
263,00;9,54E+01
264,00;9,50E+01
265,00;9,47E+01
266,00;9,43E+01
267,00;9,40E+01
268,00;9,36E+01
269,00;9,33E+01
270,00;9,30E+01
271,00;9,26E+01
272,00;9,23E+01
273,00;9,20E+01
274,00;9,17E+01
275,00;9,13E+01
276,00;9,10E+01
277,00;9,07E+01
278,00;9,04E+01
279,00;9,01E+01
280,00;8,98E+01
281,00;8,95E+01
282,00;8,91E+01
283,00;8,88E+01
284,00;8,84E+01
285,00;8,82E+01
286,00;8,79E+01
287,00;8,76E+01
288,00;8,73E+01
289,00;8,70E+01
290,00;8,67E+01
291,00;8,64E+01
292,00;8,62E+01
293,00;8,59E+01
294,00;8,56E+01
295,00;8,54E+01
296,00;8,51E+01
297,00;8,48E+01
298,00;8,46E+01
299,00;8,43E+01
300,00;8,41E+01
301,00;8,38E+01
302,00;8,35E+01
303,00;8,33E+01
304,00;8,31E+01
305,00;8,28E+01
306,00;8,26E+01
307,00;8,23E+01
308,00;8,20E+01
309,00;8,18E+01
310,00;8,16E+01
311,00;8,13E+01
312,00;8,11E+01
313,00;8,09E+01
314,00;8,07E+01
315,00;8,05E+01
316,00;8,02E+01
317,00;8,00E+01
318,00;7,98E+01
319,00;7,96E+01
320,00;7,93E+01
321,00;7,91E+01
322,00;7,89E+01
323,00;7,87E+01
324,00;7,85E+01
325,00;7,82E+01
326,00;7,80E+01
327,00;7,79E+01
328,00;7,77E+01
329,00;7,75E+01
330,00;7,72E+01
331,00;7,70E+01
332,00;7,68E+01
333,00;7,66E+01
334,00;7,64E+01
335,00;7,62E+01
336,00;7,60E+01
337,00;7,58E+01
338,00;7,56E+01
339,00;7,54E+01
340,00;7,52E+01
341,00;7,50E+01
342,00;7,48E+01
343,00;7,46E+01
344,00;7,43E+01
345,00;7,41E+01
346,00;7,40E+01
347,00;7,38E+01
348,00;7,36E+01
349,00;7,34E+01
350,00;7,32E+01
351,00;7,30E+01
352,00;7,28E+01
353,00;7,27E+01
354,00;7,25E+01
355,00;7,23E+01
356,00;7,21E+01
357,00;7,20E+01
358,00;7,18E+01
359,00;7,16E+01
360,00;7,15E+01
361,00;7,13E+01
362,00;7,11E+01
363,00;7,09E+01
364,00;7,08E+01
365,00;7,06E+01
366,00;7,05E+01
367,00;7,03E+01
368,00;7,01E+01
369,00;7,00E+01
370,00;6,98E+01
371,00;6,97E+01
372,00;6,95E+01
373,00;6,94E+01
374,00;6,92E+01
375,00;6,91E+01
376,00;6,89E+01
377,00;6,88E+01
378,00;6,87E+01
379,00;6,84E+01
380,00;6,83E+01
381,00;6,82E+01
382,00;6,80E+01
383,00;6,79E+01
384,00;6,77E+01
385,00;6,76E+01
386,00;6,74E+01
387,00;6,73E+01
388,00;6,71E+01
389,00;6,70E+01
390,00;6,68E+01
391,00;6,66E+01
392,00;6,65E+01
393,00;6,63E+01
394,00;6,61E+01
395,00;6,60E+01
396,00;6,58E+01
397,00;6,56E+01
398,00;6,55E+01
399,00;6,54E+01
400,00;6,52E+01
401,00;6,50E+01
402,00;6,48E+01
403,00;6,47E+01
404,00;6,45E+01
405,00;6,44E+01
406,00;6,42E+01
407,00;6,41E+01
408,00;6,39E+01
409,00;6,38E+01
410,00;6,36E+01
411,00;6,34E+01
412,00;6,33E+01
413,00;6,32E+01
414,00;6,30E+01
415,00;6,29E+01
416,00;6,27E+01
417,00;6,26E+01
418,00;6,24E+01
419,00;6,22E+01
420,00;6,21E+01
421,00;6,20E+01
422,00;6,18E+01
423,00;6,17E+01
424,00;6,16E+01
425,00;6,15E+01
426,00;6,13E+01
427,00;6,12E+01
428,00;6,11E+01
429,00;6,09E+01
430,00;6,08E+01
431,00;6,07E+01
432,00;6,06E+01
433,00;6,04E+01
434,00;6,03E+01
435,00;6,02E+01
436,00;6,00E+01
437,00;5,99E+01
438,00;5,98E+01
439,00;5,97E+01
440,00;5,96E+01
441,00;5,94E+01
442,00;5,93E+01
443,00;5,92E+01
444,00;5,91E+01
445,00;5,89E+01
446,00;5,88E+01
447,00;5,87E+01
448,00;5,86E+01
449,00;5,84E+01
450,00;5,83E+01
451,00;5,82E+01
452,00;5,80E+01
453,00;5,79E+01
454,00;5,78E+01
455,00;5,77E+01
456,00;5,76E+01
457,00;5,75E+01
458,00;5,74E+01
459,00;5,72E+01
460,00;5,71E+01
461,00;5,70E+01
462,00;5,69E+01
463,00;5,68E+01
464,00;5,67E+01
465,00;5,65E+01
466,00;5,64E+01
467,00;5,63E+01
468,00;5,63E+01
469,00;5,61E+01
470,00;5,60E+01
471,00;5,59E+01
472,00;5,58E+01
473,00;5,57E+01
474,00;5,56E+01
475,00;5,55E+01
476,00;5,54E+01
477,00;5,53E+01
478,00;5,52E+01
479,00;5,51E+01
480,00;5,50E+01
481,00;5,49E+01
482,00;5,48E+01
483,00;5,47E+01
484,00;5,46E+01
485,00;5,45E+01
486,00;5,44E+01
487,00;5,43E+01
488,00;5,42E+01
489,00;5,41E+01
490,00;5,40E+01
491,00;5,39E+01
492,00;5,38E+01
493,00;5,37E+01
494,00;5,37E+01
495,00;5,36E+01
496,00;5,35E+01
497,00;5,34E+01
498,00;5,33E+01
499,00;5,32E+01
500,00;5,31E+01
501,00;5,30E+01
502,00;5,29E+01
503,00;5,28E+01
504,00;5,27E+01
505,00;5,26E+01
506,00;5,25E+01
507,00;5,24E+01
508,00;5,23E+01
509,00;5,23E+01
510,00;5,22E+01
511,00;5,21E+01
512,00;5,20E+01
513,00;5,19E+01
514,00;5,18E+01
515,00;5,17E+01
516,00;5,16E+01
517,00;5,16E+01
518,00;5,15E+01
519,00;5,14E+01
520,00;5,13E+01
521,00;5,12E+01
522,00;5,12E+01
523,00;5,11E+01
524,00;5,10E+01
525,00;5,09E+01
526,00;5,08E+01
527,00;5,07E+01
528,00;5,07E+01
529,00;5,06E+01
530,00;5,05E+01
531,00;5,04E+01
532,00;5,03E+01
533,00;5,03E+01
534,00;5,02E+01
535,00;5,01E+01
536,00;5,00E+01
537,00;4,99E+01
538,00;4,98E+01
539,00;4,98E+01
540,00;4,97E+01
541,00;4,96E+01
542,00;4,95E+01
543,00;4,94E+01
544,00;4,94E+01
545,00;4,93E+01
546,00;4,92E+01
547,00;4,91E+01
548,00;4,91E+01
549,00;4,90E+01
550,00;4,89E+01
551,00;4,88E+01
552,00;4,88E+01
553,00;4,87E+01
554,00;4,86E+01
555,00;4,85E+01
556,00;4,84E+01
557,00;4,83E+01
558,00;4,83E+01
559,00;4,82E+01
560,00;4,81E+01
561,00;4,81E+01
562,00;4,80E+01
563,00;4,79E+01
564,00;4,78E+01
565,00;4,77E+01
566,00;4,77E+01
567,00;4,76E+01
568,00;4,75E+01
569,00;4,75E+01
570,00;4,74E+01
571,00;4,74E+01
572,00;4,73E+01
573,00;4,72E+01
574,00;4,72E+01
575,00;4,71E+01
576,00;4,70E+01
577,00;4,70E+01
578,00;4,69E+01
579,00;4,68E+01
580,00;4,68E+01
581,00;4,67E+01
582,00;4,67E+01
583,00;4,66E+01
584,00;4,65E+01
585,00;4,64E+01
586,00;4,64E+01
587,00;4,63E+01
588,00;4,62E+01
589,00;4,61E+01
590,00;4,61E+01
591,00;4,60E+01
592,00;4,59E+01
593,00;4,59E+01
594,00;4,58E+01
595,00;4,57E+01
596,00;4,57E+01
597,00;4,56E+01
598,00;4,56E+01
599,00;4,55E+01
600,00;4,55E+01
601,00;4,54E+01
602,00;4,53E+01
603,00;4,53E+01
604,00;4,52E+01
605,00;4,52E+01
606,00;4,51E+01
607,00;4,50E+01
608,00;4,50E+01
609,00;4,49E+01
610,00;4,48E+01
611,00;4,47E+01
612,00;4,47E+01
613,00;4,46E+01
614,00;4,45E+01
615,00;4,44E+01
616,00;4,44E+01
617,00;4,43E+01
618,00;4,42E+01
619,00;4,42E+01
620,00;4,41E+01
621,00;4,40E+01
622,00;4,40E+01
623,00;4,39E+01
624,00;4,38E+01
625,00;4,38E+01
626,00;4,37E+01
627,00;4,36E+01
628,00;4,36E+01
629,00;4,35E+01
630,00;4,34E+01
631,00;4,34E+01
632,00;4,33E+01
633,00;4,32E+01
634,00;4,32E+01
635,00;4,31E+01
636,00;4,30E+01
637,00;4,30E+01
638,00;4,29E+01
639,00;4,28E+01
640,00;4,28E+01
641,00;4,27E+01
642,00;4,26E+01
643,00;4,25E+01
644,00;4,25E+01
645,00;4,24E+01
646,00;4,24E+01
647,00;4,23E+01
648,00;4,22E+01
649,00;4,22E+01
650,00;4,21E+01
651,00;4,21E+01
652,00;4,20E+01
653,00;4,20E+01
654,00;4,19E+01
655,00;4,18E+01
656,00;4,18E+01
657,00;4,17E+01
658,00;4,17E+01
659,00;4,16E+01
660,00;4,15E+01
661,00;4,15E+01
662,00;4,14E+01
663,00;4,13E+01
664,00;4,13E+01
665,00;4,12E+01
666,00;4,12E+01
667,00;4,11E+01
668,00;4,10E+01
669,00;4,14E+01
670,00;4,22E+01
671,00;4,31E+01
672,00;4,40E+01
673,00;4,50E+01
674,00;4,58E+01
675,00;4,66E+01
676,00;4,75E+01
677,00;4,83E+01
678,00;4,91E+01
679,00;4,99E+01
680,00;5,07E+01
681,00;5,15E+01
682,00;5,23E+01
683,00;5,31E+01
684,00;5,40E+01
685,00;5,48E+01
686,00;5,66E+01
687,00;5,81E+01
688,00;5,89E+01
689,00;5,97E+01
690,00;6,05E+01
691,00;6,14E+01
692,00;6,22E+01
693,00;6,30E+01
694,00;6,38E+01
695,00;6,46E+01
696,00;6,54E+01
697,00;6,62E+01
698,00;6,70E+01
699,00;6,77E+01
700,00;6,84E+01
701,00;6,91E+01
702,00;6,97E+01
703,00;7,04E+01
704,00;7,11E+01
705,00;7,17E+01
706,00;7,23E+01
707,00;7,30E+01
708,00;7,37E+01
709,00;7,43E+01
710,00;7,49E+01
711,00;7,56E+01
712,00;7,63E+01
713,00;7,69E+01
714,00;7,75E+01
715,00;7,81E+01
716,00;7,87E+01
717,00;7,93E+01
718,00;7,83E+01
719,00;7,63E+01
720,00;7,44E+01
721,00;7,27E+01
722,00;7,10E+01
723,00;6,95E+01
724,00;6,80E+01
725,00;6,66E+01
726,00;6,50E+01
727,00;6,36E+01
728,00;6,23E+01
729,00;6,10E+01
730,00;5,99E+01
731,00;5,88E+01
732,00;5,77E+01
733,00;5,67E+01
734,00;5,58E+01
735,00;5,49E+01
736,00;5,40E+01
737,00;5,32E+01
738,00;5,24E+01
739,00;5,17E+01
740,00;5,10E+01
741,00;5,03E+01
742,00;4,97E+01
743,00;4,91E+01
744,00;4,85E+01
745,00;4,79E+01
746,00;4,74E+01
747,00;4,68E+01
748,00;4,63E+01
749,00;4,58E+01
750,00;4,54E+01
751,00;4,49E+01
752,00;4,44E+01
753,00;4,38E+01
754,00;4,33E+01
755,00;4,28E+01
756,00;4,24E+01
757,00;4,20E+01
758,00;4,16E+01
759,00;4,11E+01
760,00;4,07E+01
761,00;4,03E+01
762,00;3,99E+01
763,00;3,95E+01
764,00;3,92E+01
765,00;3,88E+01
766,00;3,85E+01
767,00;3,81E+01
768,00;3,78E+01
769,00;3,75E+01
770,00;3,72E+01
771,00;3,70E+01
772,00;3,67E+01
773,00;3,64E+01
774,00;3,62E+01
775,00;3,59E+01
776,00;3,57E+01
777,00;3,54E+01
778,00;3,52E+01
779,00;3,50E+01
780,00;3,48E+01
781,00;3,45E+01
782,00;3,43E+01
783,00;3,41E+01
784,00;3,39E+01
785,00;3,37E+01
786,00;3,35E+01
787,00;3,33E+01
788,00;3,32E+01
789,00;3,30E+01
790,00;3,28E+01
791,00;3,27E+01
792,00;3,25E+01
793,00;3,24E+01
794,00;3,22E+01
795,00;3,21E+01
796,00;3,19E+01
797,00;3,18E+01
798,00;3,17E+01
799,00;3,15E+01
800,00;3,14E+01
801,00;3,13E+01
802,00;3,11E+01
803,00;3,10E+01
804,00;3,09E+01
805,00;3,08E+01
806,00;3,06E+01
807,00;3,05E+01
808,00;3,04E+01
809,00;3,03E+01
810,00;3,02E+01
811,00;3,01E+01
812,00;3,00E+01
813,00;2,99E+01
814,00;2,98E+01
815,00;2,97E+01
816,00;2,96E+01
817,00;2,95E+01
818,00;2,93E+01
819,00;2,93E+01
820,00;2,91E+01
821,00;2,90E+01
822,00;2,89E+01
823,00;2,88E+01
824,00;2,87E+01
825,00;2,86E+01
826,00;2,85E+01
827,00;2,83E+01
828,00;2,82E+01
829,00;2,81E+01
830,00;2,79E+01
831,00;2,78E+01
832,00;2,77E+01
833,00;2,75E+01
834,00;2,73E+01
835,00;2,71E+01
836,00;2,69E+01
837,00;2,67E+01
838,00;2,65E+01
839,00;2,63E+01
840,00;2,60E+01
841,00;2,58E+01
842,00;2,55E+01
843,00;2,52E+01
844,00;2,48E+01
845,00;2,45E+01
846,00;2,41E+01
847,00;2,36E+01
848,00;2,32E+01
849,00;2,27E+01
850,00;2,22E+01
851,00;2,16E+01
852,00;2,10E+01
853,00;2,03E+01
854,00;1,97E+01
855,00;1,89E+01
856,00;1,82E+01
857,00;1,76E+01
858,00;1,70E+01
859,00;1,65E+01
860,00;1,59E+01
861,00;1,54E+01
862,00;1,49E+01
863,00;1,45E+01
864,00;1,41E+01
865,00;1,37E+01
866,00;1,33E+01
867,00;1,29E+01
868,00;1,26E+01
869,00;1,23E+01
870,00;1,20E+01
871,00;1,17E+01
872,00;1,14E+01
873,00;1,11E+01
874,00;1,08E+01
875,00;1,05E+01
876,00;1,02E+01
877,00;9,95E+00
878,00;9,69E+00
879,00;9,46E+00
880,00;9,22E+00
881,00;9,01E+00
882,00;8,80E+00
883,00;8,59E+00
884,00;8,39E+00
885,00;8,19E+00
886,00;8,02E+00
887,00;7,85E+00
888,00;7,69E+00
889,00;7,54E+00
890,00;7,43E+00
891,00;7,30E+00
892,00;7,17E+00
893,00;7,05E+00
894,00;6,94E+00
895,00;6,85E+00
896,00;6,75E+00
897,00;6,64E+00
898,00;6,54E+00
899,00;6,44E+00
900,00;6,34E+00
901,00;6,26E+00
902,00;6,17E+00
903,00;6,09E+00
904,00;6,00E+00
905,00;5,92E+00
906,00;5,84E+00
907,00;5,77E+00
908,00;5,70E+00
909,00;5,63E+00
910,00;5,57E+00
911,00;5,50E+00
912,00;5,43E+00
913,00;5,36E+00
914,00;5,31E+00
915,00;5,25E+00
916,00;5,19E+00
917,00;5,13E+00
918,00;5,08E+00
919,00;5,04E+00
920,00;4,99E+00
921,00;4,94E+00
922,00;4,89E+00
923,00;4,85E+00
924,00;4,80E+00
925,00;4,75E+00
926,00;4,71E+00
927,00;4,67E+00
928,00;4,62E+00
929,00;4,58E+00
930,00;4,55E+00
931,00;4,50E+00
932,00;4,46E+00
933,00;4,40E+00
934,00;4,35E+00
935,00;4,29E+00
936,00;4,24E+00
937,00;4,20E+00
938,00;4,15E+00
939,00;4,10E+00
940,00;4,05E+00
941,00;4,01E+00
942,00;3,97E+00
943,00;3,94E+00
944,00;3,89E+00
945,00;3,85E+00
946,00;3,80E+00
947,00;3,76E+00
948,00;3,73E+00
949,00;3,69E+00
950,00;3,65E+00
951,00;3,62E+00
952,00;3,58E+00
953,00;3,55E+00
954,00;3,52E+00
955,00;3,48E+00
956,00;3,45E+00
957,00;3,42E+00
958,00;3,40E+00
959,00;3,36E+00
960,00;3,33E+00
961,00;3,30E+00
962,00;3,27E+00
963,00;3,24E+00
964,00;3,21E+00
965,00;3,19E+00
966,00;3,16E+00
967,00;3,13E+00
968,00;3,11E+00
969,00;3,08E+00
970,00;3,06E+00
971,00;3,03E+00
972,00;3,01E+00
973,00;2,99E+00
974,00;2,97E+00
975,00;2,94E+00
976,00;2,93E+00
977,00;2,92E+00
978,00;2,90E+00
979,00;2,87E+00
980,00;2,86E+00
981,00;2,83E+00
982,00;2,81E+00
983,00;2,79E+00
984,00;2,77E+00
985,00;2,75E+00
986,00;2,73E+00
987,00;2,72E+00
988,00;2,70E+00
989,00;2,68E+00
990,00;2,67E+00
991,00;2,65E+00
992,00;2,64E+00
993,00;2,62E+00
994,00;2,60E+00
995,00;2,58E+00
996,00;2,57E+00
997,00;2,55E+00
998,00;2,54E+00
999,00;2,53E+00
1000,00;2,51E+00
1001,00;2,50E+00
1002,00;2,48E+00
1003,00;2,47E+00
1004,00;2,46E+00
1005,00;2,45E+00
1006,00;2,43E+00
1007,00;2,42E+00
1008,00;2,40E+00
1009,00;2,39E+00
1010,00;2,38E+00
1011,00;2,36E+00
1012,00;2,35E+00
1013,00;2,34E+00
1014,00;2,33E+00
1015,00;2,31E+00
1016,00;2,31E+00
1017,00;2,29E+00
1018,00;2,28E+00
1019,00;2,27E+00
1020,00;2,26E+00
1021,00;2,25E+00
1022,00;2,24E+00
1023,00;2,21E+00
1024,00;2,20E+00
1025,00;2,18E+00
1026,00;2,17E+00
1027,00;2,15E+00
1028,00;2,14E+00
1029,00;2,12E+00
1030,00;2,11E+00
1031,00;2,10E+00
1032,00;2,09E+00
1033,00;2,08E+00
1034,00;2,07E+00
1035,00;2,05E+00
1036,00;2,04E+00
1037,00;2,02E+00
1038,00;2,01E+00
1039,00;1,99E+00
1040,00;1,98E+00
1041,00;1,97E+00
1042,00;1,96E+00
1043,00;1,94E+00
1044,00;1,93E+00
1045,00;1,92E+00
1046,00;1,91E+00
1047,00;1,90E+00
1048,00;1,89E+00
1049,00;1,88E+00
1050,00;1,86E+00
1051,00;1,85E+00
1052,00;1,84E+00
1053,00;1,83E+00
1054,00;1,82E+00
1055,00;1,81E+00
1056,00;1,80E+00
1057,00;1,79E+00
1058,00;1,78E+00
1059,00;1,77E+00
1060,00;1,76E+00
1061,00;1,75E+00
1062,00;1,74E+00
1063,00;1,73E+00
1064,00;1,72E+00
1065,00;1,71E+00
1066,00;1,70E+00
1067,00;1,69E+00
1068,00;1,68E+00
1069,00;1,68E+00
1070,00;1,66E+00
1071,00;1,66E+00
1072,00;1,65E+00
1073,00;1,64E+00
1074,00;1,64E+00
1075,00;1,63E+00
1076,00;1,62E+00
1077,00;1,61E+00
1078,00;1,61E+00
1079,00;1,60E+00
1080,00;1,59E+00
1081,00;1,59E+00
1082,00;1,58E+00
1083,00;1,57E+00
1084,00;1,57E+00
1085,00;1,57E+00
1086,00;1,56E+00
1087,00;1,55E+00
1088,00;1,55E+00
1089,00;1,54E+00
1090,00;1,53E+00
1091,00;1,52E+00
1092,00;1,51E+00
1093,00;1,50E+00
1094,00;1,50E+00
1095,00;1,49E+00
1096,00;1,48E+00
1097,00;1,48E+00
1098,00;1,47E+00
1099,00;1,47E+00
1100,00;1,45E+00
1101,00;1,45E+00
1102,00;1,45E+00
1103,00;1,44E+00
1104,00;1,43E+00
1105,00;1,43E+00
1106,00;1,42E+00
1107,00;1,42E+00
1108,00;1,41E+00
1109,00;1,41E+00
1110,00;1,40E+00
1111,00;1,40E+00
1112,00;1,39E+00
1113,00;1,38E+00
1114,00;1,38E+00
1115,00;1,37E+00
1116,00;1,37E+00
1117,00;1,36E+00
1118,00;1,36E+00
1119,00;1,35E+00
1120,00;1,35E+00
1121,00;1,34E+00
1122,00;1,34E+00
1123,00;1,33E+00
1124,00;1,33E+00
1125,00;1,32E+00
1126,00;1,32E+00
1127,00;1,31E+00
1128,00;1,31E+00
1129,00;1,30E+00
1130,00;1,30E+00
1131,00;1,30E+00
1132,00;1,29E+00
1133,00;1,29E+00
1134,00;1,29E+00
1135,00;1,29E+00
1136,00;1,29E+00
1137,00;1,28E+00
1138,00;1,28E+00
1139,00;1,27E+00
1140,00;1,27E+00
1141,00;1,27E+00
1142,00;1,26E+00
1143,00;1,26E+00
1144,00;1,25E+00
1145,00;1,25E+00
1146,00;1,25E+00
1147,00;1,24E+00
1148,00;1,24E+00
1149,00;1,23E+00
1150,00;1,23E+00
1151,00;1,23E+00
1152,00;1,22E+00
1153,00;1,22E+00
1154,00;1,21E+00
1155,00;1,21E+00
1156,00;1,21E+00
1157,00;1,21E+00
1158,00;1,20E+00
1159,00;1,20E+00
1160,00;1,19E+00
1161,00;1,19E+00
1162,00;1,19E+00
1163,00;1,18E+00
1164,00;1,18E+00
1165,00;1,18E+00
1166,00;1,17E+00
1167,00;1,17E+00
1168,00;1,17E+00
1169,00;1,17E+00
1170,00;1,16E+00
1171,00;1,16E+00
1172,00;1,16E+00
1173,00;1,15E+00
1174,00;1,15E+00
1175,00;1,15E+00
1176,00;1,14E+00
1177,00;1,14E+00
1178,00;1,14E+00
1179,00;1,14E+00
1180,00;1,13E+00
1181,00;1,13E+00
1182,00;1,13E+00
1183,00;1,12E+00
1184,00;1,12E+00
1185,00;1,12E+00
1186,00;1,11E+00
1187,00;1,10E+00
1188,00;1,10E+00
1189,00;1,09E+00
1190,00;1,09E+00
1191,00;1,09E+00
1192,00;1,08E+00
1193,00;1,07E+00
1194,00;1,07E+00
1195,00;1,07E+00
1196,00;1,07E+00
1197,00;1,07E+00
1198,00;1,07E+00
1199,00;1,06E+00
1200,00;1,06E+00
1201,00;1,06E+00
1202,00;1,06E+00
1203,00;1,06E+00
1204,00;1,06E+00
1205,00;1,06E+00
1206,00;1,06E+00
1207,00;1,06E+00
1208,00;1,06E+00
1209,00;1,06E+00
1210,00;1,05E+00
1211,00;1,05E+00
1212,00;1,04E+00
1213,00;1,04E+00
1214,00;1,04E+00
1215,00;1,03E+00
1216,00;1,03E+00
1217,00;1,02E+00
1218,00;1,02E+00
1219,00;1,02E+00
1220,00;1,01E+00
1221,00;1,01E+00
1222,00;1,01E+00
1223,00;1,00E+00
1224,00;1,00E+00
1225,00;1,00E+00
1226,00;9,96E-01
1227,00;9,91E-01
1228,00;9,84E-01
1229,00;9,81E-01
1230,00;9,79E-01
1231,00;9,76E-01
1232,00;9,75E-01
1233,00;9,73E-01
1234,00;9,71E-01
1235,00;9,65E-01
1236,00;9,62E-01
1237,00;9,61E-01
1238,00;9,59E-01
1239,00;9,56E-01
1240,00;9,57E-01
1241,00;9,55E-01
1242,00;9,55E-01
1243,00;9,54E-01
1244,00;9,51E-01
1245,00;9,49E-01
1246,00;9,42E-01
1247,00;9,39E-01
