t;Pa
1248,00;9,37E-01
1249,00;9,35E-01
1250,00;9,33E-01
1251,00;9,32E-01
1252,00;9,28E-01
1253,00;9,27E-01
1254,00;9,25E-01
1255,00;9,21E-01
1256,00;9,18E-01
1257,00;9,16E-01
1258,00;9,13E-01
1259,00;9,12E-01
1260,00;9,10E-01
1261,00;9,08E-01
1262,00;9,06E-01
1263,00;9,04E-01
1264,00;9,00E-01
1265,00;8,99E-01
1266,00;8,97E-01
1267,00;8,94E-01
1268,00;8,92E-01
1269,00;8,91E-01
1270,00;8,89E-01
1271,00;8,86E-01
1272,00;8,83E-01
1273,00;8,81E-01
1274,00;8,78E-01
1275,00;8,74E-01
1276,00;8,73E-01
1277,00;8,70E-01
1278,00;8,69E-01
1279,00;8,67E-01
1280,00;8,68E-01
1281,00;8,66E-01
1282,00;8,65E-01
1283,00;8,63E-01
1284,00;8,62E-01
1285,00;8,60E-01
1286,00;8,57E-01
1287,00;8,52E-01
1288,00;8,51E-01
1289,00;8,49E-01
1290,00;8,47E-01
1291,00;8,44E-01
1292,00;8,43E-01
1293,00;8,43E-01
1294,00;8,41E-01
1295,00;8,39E-01
1296,00;8,38E-01
1297,00;8,35E-01
1298,00;8,33E-01
1299,00;8,32E-01
1300,00;8,32E-01
1301,00;8,31E-01
1302,00;8,29E-01
1303,00;8,28E-01
1304,00;8,24E-01
1305,00;8,23E-01
1306,00;8,21E-01
1307,00;8,19E-01
1308,00;8,17E-01
1309,00;8,15E-01
1310,00;8,13E-01
1311,00;8,12E-01
1312,00;8,11E-01
1313,00;8,11E-01
1314,00;8,09E-01
1315,00;8,08E-01
1316,00;8,04E-01
1317,00;8,04E-01
1318,00;8,00E-01
1319,00;7,97E-01
1320,00;7,97E-01
1321,00;7,95E-01
1322,00;7,94E-01
1323,00;7,93E-01
1324,00;7,91E-01
1325,00;7,90E-01
1326,00;7,90E-01
1327,00;7,89E-01
1328,00;7,88E-01
1329,00;7,87E-01
1330,00;7,84E-01
1331,00;7,84E-01
1332,00;7,82E-01
1333,00;7,81E-01
1334,00;7,79E-01
1335,00;7,79E-01
1336,00;7,74E-01
1337,00;7,74E-01
1338,00;7,73E-01
1339,00;7,70E-01
1340,00;7,68E-01
1341,00;7,67E-01
1342,00;7,66E-01
1343,00;7,65E-01
1344,00;7,65E-01
1345,00;7,62E-01
1346,00;7,61E-01
1347,00;7,60E-01
1348,00;7,57E-01
1349,00;7,56E-01
1350,00;7,54E-01
1351,00;7,54E-01
1352,00;7,52E-01
1353,00;7,51E-01
1354,00;7,50E-01
1355,00;7,47E-01
1356,00;7,45E-01
1357,00;7,44E-01
1358,00;7,44E-01
1359,00;7,41E-01
1360,00;7,40E-01
1361,00;7,39E-01
1362,00;7,38E-01
1363,00;7,36E-01
1364,00;7,37E-01
1365,00;7,35E-01
1366,00;7,34E-01
1367,00;7,32E-01
1368,00;7,32E-01
1369,00;7,31E-01
1370,00;7,31E-01
1371,00;7,29E-01
1372,00;7,27E-01
1373,00;7,27E-01
1374,00;7,26E-01
1375,00;7,23E-01
1376,00;7,18E-01
1377,00;7,17E-01
1378,00;7,16E-01
1379,00;7,15E-01
1380,00;7,15E-01
1381,00;7,13E-01
1382,00;7,13E-01
1383,00;7,12E-01
1384,00;7,11E-01
1385,00;7,11E-01
1386,00;7,10E-01
1387,00;7,10E-01
1388,00;7,09E-01
1389,00;7,06E-01
1390,00;7,07E-01
1391,00;7,06E-01
1392,00;7,05E-01
1393,00;7,03E-01
1394,00;7,01E-01
1395,00;7,01E-01
1396,00;7,00E-01
1397,00;6,98E-01
1398,00;6,97E-01
1399,00;6,96E-01
1400,00;6,93E-01
1401,00;6,94E-01
1402,00;6,93E-01
1403,00;6,92E-01
1404,00;6,90E-01
1405,00;6,88E-01
1406,00;6,87E-01
1407,00;6,84E-01
1408,00;6,82E-01
1409,00;6,82E-01
1410,00;6,80E-01
1411,00;6,79E-01
1412,00;6,78E-01
1413,00;6,74E-01
1414,00;6,74E-01
1415,00;6,71E-01
1416,00;6,68E-01
1417,00;6,66E-01
1418,00;6,66E-01
1419,00;6,64E-01
1420,00;6,64E-01
1421,00;6,61E-01
1422,00;6,59E-01
1423,00;6,59E-01
1424,00;6,52E-01
1425,00;6,54E-01
1426,00;6,51E-01
1427,00;6,47E-01
1428,00;6,47E-01
1429,00;6,44E-01
1430,00;6,45E-01
1431,00;6,41E-01
1432,00;6,41E-01
1433,00;6,39E-01
1434,00;6,39E-01
1435,00;6,38E-01
1436,00;6,36E-01
1437,00;6,36E-01
1438,00;6,35E-01
1439,00;6,34E-01
1440,00;6,34E-01
1441,00;6,32E-01
1442,00;6,32E-01
1443,00;6,31E-01
1444,00;6,29E-01
1445,00;6,29E-01
1446,00;6,28E-01
1447,00;6,27E-01
1448,00;6,25E-01
1449,00;6,24E-01
1450,00;6,24E-01
1451,00;6,23E-01
1452,00;6,23E-01
1453,00;6,22E-01
1454,00;6,22E-01
1455,00;6,21E-01
1456,00;6,22E-01
1457,00;6,21E-01
1458,00;6,22E-01
1459,00;6,21E-01
1460,00;6,21E-01
1461,00;6,20E-01
1462,00;6,20E-01
1463,00;6,20E-01
1464,00;6,19E-01
1465,00;6,19E-01
1466,00;6,19E-01
1467,00;6,17E-01
1468,00;6,16E-01
1469,00;6,15E-01
1470,00;6,15E-01
1471,00;6,12E-01
1472,00;6,12E-01
1473,00;6,09E-01
1474,00;6,09E-01
1475,00;6,07E-01
1476,00;6,05E-01
1477,00;6,05E-01
1478,00;6,04E-01
1479,00;6,03E-01
1480,00;6,02E-01
1481,00;6,01E-01
1482,00;6,01E-01
1483,00;6,00E-01
1484,00;5,98E-01
1485,00;5,98E-01
1486,00;5,97E-01
1487,00;5,96E-01
1488,00;5,95E-01
1489,00;5,96E-01
1490,00;5,95E-01
1491,00;5,94E-01
1492,00;5,90E-01
1493,00;5,89E-01
1494,00;5,88E-01
1495,00;5,87E-01
1496,00;5,86E-01
1497,00;5,83E-01
1498,00;5,83E-01
1499,00;5,83E-01
1500,00;5,83E-01
1501,00;5,82E-01
1502,00;5,80E-01
1503,00;5,79E-01
1504,00;5,79E-01
1505,00;5,78E-01
1506,00;5,77E-01
1507,00;5,75E-01
1508,00;5,74E-01
1509,00;5,73E-01
1510,00;5,72E-01
1511,00;5,72E-01
1512,00;5,71E-01
1513,00;5,69E-01
1514,00;5,70E-01
1515,00;5,68E-01
1516,00;5,67E-01
1517,00;5,66E-01
1518,00;5,64E-01
1519,00;5,64E-01
1520,00;5,64E-01
1521,00;5,62E-01
1522,00;5,62E-01
1523,00;5,61E-01
1524,00;5,61E-01
1525,00;5,61E-01
1526,00;5,60E-01
1527,00;5,59E-01
1528,00;5,59E-01
1529,00;5,59E-01
1530,00;5,58E-01
1531,00;5,57E-01
1532,00;5,57E-01
1533,00;5,56E-01
1534,00;5,54E-01
1535,00;5,52E-01
1536,00;5,51E-01
1537,00;5,50E-01
1538,00;5,51E-01
1539,00;5,48E-01
1540,00;5,48E-01
1541,00;5,46E-01
1542,00;5,45E-01
1543,00;5,44E-01
1544,00;5,44E-01
1545,00;5,42E-01
1546,00;5,43E-01
1547,00;5,42E-01
1548,00;5,42E-01
1549,00;5,41E-01
1550,00;5,40E-01
1551,00;5,39E-01
1552,00;5,40E-01
1553,00;5,39E-01
1554,00;5,39E-01
1555,00;5,38E-01
1556,00;5,38E-01
1557,00;5,37E-01
1558,00;5,37E-01
1559,00;5,37E-01
1560,00;5,35E-01
1561,00;5,35E-01
1562,00;5,35E-01
1563,00;5,34E-01
1564,00;5,32E-01
1565,00;5,32E-01
1566,00;5,31E-01
1567,00;5,31E-01
1568,00;5,30E-01
1569,00;5,28E-01
1570,00;5,28E-01
1571,00;5,27E-01
1572,00;5,27E-01
1573,00;5,25E-01
1574,00;5,26E-01
1575,00;5,25E-01
1576,00;5,23E-01
1577,00;5,23E-01
1578,00;5,23E-01
1579,00;5,21E-01
1580,00;5,21E-01
1581,00;5,19E-01
1582,00;5,18E-01
1583,00;5,19E-01
1584,00;5,18E-01
1585,00;5,18E-01
1586,00;5,17E-01
1587,00;5,17E-01
1588,00;5,16E-01
1589,00;5,15E-01
1590,00;5,15E-01
1591,00;5,15E-01
1592,00;5,14E-01
1593,00;5,13E-01
1594,00;5,11E-01
1595,00;5,10E-01
1596,00;5,11E-01
1597,00;5,10E-01
1598,00;5,09E-01
1599,00;5,08E-01
1600,00;5,07E-01
1601,00;5,07E-01
1602,00;5,06E-01
1603,00;5,04E-01
1604,00;5,04E-01
1605,00;5,04E-01
1606,00;5,03E-01
1607,00;5,04E-01
1608,00;5,02E-01
1609,00;5,01E-01
1610,00;5,00E-01
1611,00;5,00E-01
1612,00;4,99E-01
1613,00;4,99E-01
1614,00;4,99E-01
1615,00;4,98E-01
1616,00;4,97E-01
1617,00;4,97E-01
1618,00;4,97E-01
1619,00;4,96E-01
1620,00;4,96E-01
1621,00;4,94E-01
1622,00;4,94E-01
1623,00;4,94E-01
1624,00;4,94E-01
1625,00;4,93E-01
1626,00;4,93E-01
1627,00;4,91E-01
1628,00;4,91E-01
1629,00;4,89E-01
1630,00;4,88E-01
1631,00;4,86E-01
1632,00;4,86E-01
1633,00;4,86E-01
1634,00;4,86E-01
1635,00;4,86E-01
1636,00;4,85E-01
1637,00;4,85E-01
1638,00;4,85E-01
1639,00;4,84E-01
1640,00;4,84E-01
1641,00;4,83E-01
1642,00;4,82E-01
1643,00;4,82E-01
1644,00;4,81E-01
1645,00;4,81E-01
1646,00;4,82E-01
1647,00;4,81E-01
1648,00;4,81E-01
1649,00;4,80E-01
1650,00;4,80E-01
1651,00;4,80E-01
1652,00;4,79E-01
1653,00;4,78E-01
1654,00;4,78E-01
1655,00;4,76E-01
1656,00;4,76E-01
1657,00;4,75E-01
1658,00;4,75E-01
1659,00;4,75E-01
1660,00;4,73E-01
1661,00;4,72E-01
1662,00;4,71E-01
1663,00;4,69E-01
1664,00;4,68E-01
1665,00;4,67E-01
1666,00;4,65E-01
1667,00;4,65E-01
1668,00;4,65E-01
1669,00;4,65E-01
1670,00;4,65E-01
1671,00;4,64E-01
1672,00;4,64E-01
1673,00;4,64E-01
1674,00;4,64E-01
1675,00;4,62E-01
1676,00;4,62E-01
1677,00;4,61E-01
1678,00;4,61E-01
1679,00;4,61E-01
1680,00;4,60E-01
1681,00;4,60E-01
1682,00;4,60E-01
1683,00;4,60E-01
1684,00;4,59E-01
1685,00;4,58E-01
1686,00;4,58E-01
1687,00;4,57E-01
1688,00;4,57E-01
1689,00;4,55E-01
1690,00;4,57E-01
1691,00;4,56E-01
1692,00;4,55E-01
1693,00;4,54E-01
1694,00;4,51E-01
1695,00;4,51E-01
1696,00;4,52E-01
1697,00;4,50E-01
1698,00;4,48E-01
1699,00;4,46E-01
1700,00;4,45E-01
1701,00;4,45E-01
1702,00;4,45E-01
1703,00;4,46E-01
1704,00;4,45E-01
1705,00;4,45E-01
1706,00;4,44E-01
1707,00;4,44E-01
1708,00;4,44E-01
1709,00;4,43E-01
1710,00;4,43E-01
1711,00;4,41E-01
1712,00;4,42E-01
1713,00;4,40E-01
1714,00;4,40E-01
1715,00;4,37E-01
1716,00;4,37E-01
1717,00;4,37E-01
1718,00;4,37E-01
1719,00;4,36E-01
1720,00;4,36E-01
1721,00;4,35E-01
1722,00;4,35E-01
1723,00;4,34E-01
1724,00;4,35E-01
1725,00;4,34E-01
1726,00;4,33E-01
1727,00;4,33E-01
1728,00;4,33E-01
1729,00;4,32E-01
1730,00;4,32E-01
1731,00;4,30E-01
1732,00;4,30E-01
1733,00;4,30E-01
1734,00;4,28E-01
1735,00;4,27E-01
1736,00;4,27E-01
1737,00;4,27E-01
1738,00;4,26E-01
1739,00;4,26E-01
1740,00;4,23E-01
1741,00;4,24E-01
1742,00;4,24E-01
1743,00;4,22E-01
1744,00;4,23E-01
1745,00;4,22E-01
1746,00;4,21E-01
1747,00;4,20E-01
1748,00;4,19E-01
1749,00;4,19E-01
1750,00;4,19E-01
1751,00;4,18E-01
1752,00;4,17E-01
1753,00;4,16E-01
1754,00;4,16E-01
1755,00;4,14E-01
1756,00;4,15E-01
1757,00;4,14E-01
1758,00;4,15E-01
1759,00;4,14E-01
1760,00;4,13E-01
1761,00;4,12E-01
1762,00;4,11E-01
1763,00;4,12E-01
1764,00;4,11E-01
1765,00;4,12E-01
1766,00;4,11E-01
1767,00;4,09E-01
1768,00;4,09E-01
1769,00;4,09E-01
1770,00;4,08E-01
1771,00;4,08E-01
1772,00;4,07E-01
1773,00;4,07E-01
1774,00;4,06E-01
1775,00;4,06E-01
1776,00;4,05E-01
1777,00;4,05E-01
1778,00;4,05E-01
1779,00;4,04E-01
1780,00;4,04E-01
1781,00;4,04E-01
1782,00;4,03E-01
1783,00;4,03E-01
1784,00;4,02E-01
1785,00;4,01E-01
1786,00;4,02E-01
1787,00;4,01E-01
1788,00;4,00E-01
1789,00;4,00E-01
1790,00;4,00E-01
1791,00;3,98E-01
1792,00;3,98E-01
1793,00;3,97E-01
1794,00;3,96E-01
1795,00;3,99E-01
1796,00;3,97E-01
1797,00;3,97E-01
1798,00;3,97E-01
1799,00;3,96E-01
1800,00;3,96E-01
1801,00;3,95E-01
1802,00;3,94E-01
1803,00;3,93E-01
1804,00;3,94E-01
1805,00;3,93E-01
1806,00;3,93E-01
1807,00;3,93E-01
1808,00;3,92E-01
1809,00;3,92E-01
1810,00;3,92E-01
1811,00;3,92E-01
1812,00;3,91E-01
1813,00;3,91E-01
1814,00;3,90E-01
1815,00;3,90E-01
1816,00;3,91E-01
1817,00;3,89E-01
1818,00;3,89E-01
1819,00;3,89E-01
1820,00;3,88E-01
1821,00;3,88E-01
1822,00;3,87E-01
1823,00;3,85E-01
1824,00;3,87E-01
1825,00;3,85E-01
1826,00;3,85E-01
1827,00;3,84E-01
1828,00;3,85E-01
1829,00;3,83E-01
1830,00;3,83E-01
1831,00;3,83E-01
1832,00;3,81E-01
1833,00;3,81E-01
1834,00;3,81E-01
1835,00;3,79E-01
1836,00;3,78E-01
1837,00;3,78E-01
1838,00;3,78E-01
1839,00;3,77E-01
1840,00;3,77E-01
1841,00;3,77E-01
1842,00;3,75E-01
1843,00;3,76E-01
1844,00;3,75E-01
1845,00;3,75E-01
1846,00;3,75E-01
1847,00;3,75E-01
1848,00;3,74E-01
1849,00;3,74E-01
1850,00;3,73E-01
1851,00;3,73E-01
1852,00;3,72E-01
1853,00;3,73E-01
1854,00;3,71E-01
1855,00;3,72E-01
1856,00;3,72E-01
1857,00;3,71E-01
1858,00;3,71E-01
1859,00;3,71E-01
1860,00;3,70E-01
1861,00;3,69E-01
1862,00;3,70E-01
1863,00;3,70E-01
1864,00;3,69E-01
1865,00;3,68E-01
1866,00;3,68E-01
1867,00;3,67E-01
1868,00;3,66E-01
1869,00;3,67E-01
1870,00;3,66E-01
1871,00;3,65E-01
1872,00;3,65E-01
1873,00;3,64E-01
1874,00;3,64E-01
1875,00;3,65E-01
1876,00;3,63E-01
1877,00;3,62E-01
1878,00;3,63E-01
1879,00;3,61E-01
1880,00;3,59E-01
1881,00;3,59E-01
1882,00;3,61E-01
1883,00;3,60E-01
1884,00;3,60E-01
1885,00;3,58E-01
1886,00;3,57E-01
1887,00;3,58E-01
1888,00;3,58E-01
1889,00;3,57E-01
1890,00;3,57E-01
1891,00;3,56E-01
1892,00;3,56E-01
1893,00;3,55E-01
1894,00;3,54E-01
1895,00;3,55E-01
1896,00;3,53E-01
1897,00;3,54E-01
1898,00;3,54E-01
1899,00;3,52E-01
1900,00;3,51E-01
1901,00;3,50E-01
1902,00;3,50E-01
1903,00;3,50E-01
1904,00;3,49E-01
1905,00;3,49E-01
1906,00;3,48E-01
1907,00;3,48E-01
1908,00;3,48E-01
1909,00;3,48E-01
1910,00;3,48E-01
1911,00;3,47E-01
1912,00;3,47E-01
1913,00;3,46E-01
1914,00;3,46E-01
1915,00;3,45E-01
1916,00;3,44E-01
1917,00;3,45E-01
1918,00;3,44E-01
1919,00;3,44E-01
1920,00;3,44E-01
1921,00;3,44E-01
1922,00;3,43E-01
1923,00;3,42E-01
1924,00;3,42E-01
1925,00;3,41E-01
1926,00;3,41E-01
1927,00;3,42E-01
1928,00;3,41E-01
1929,00;3,41E-01
1930,00;3,40E-01
1931,00;3,39E-01
1932,00;3,39E-01
1933,00;3,39E-01
1934,00;3,40E-01
1935,00;3,39E-01
1936,00;3,40E-01
1937,00;3,38E-01
1938,00;3,37E-01
1939,00;3,37E-01
1940,00;3,36E-01
1941,00;3,35E-01
1942,00;3,34E-01
1943,00;3,35E-01
1944,00;3,35E-01
1945,00;3,34E-01
1946,00;3,35E-01
1947,00;3,34E-01
1948,00;3,34E-01
1949,00;3,34E-01
1950,00;3,34E-01
1951,00;3,32E-01
1952,00;3,33E-01
1953,00;3,32E-01
1954,00;3,33E-01
1955,00;3,32E-01
1956,00;3,32E-01
1957,00;3,31E-01
1958,00;3,30E-01
1959,00;3,30E-01
1960,00;3,29E-01
1961,00;3,29E-01
1962,00;3,28E-01
1963,00;3,28E-01
1964,00;3,27E-01
1965,00;3,27E-01
1966,00;3,27E-01
1967,00;3,27E-01
1968,00;3,26E-01
1969,00;3,27E-01
1970,00;3,25E-01
1971,00;3,25E-01
1972,00;3,25E-01
1973,00;3,26E-01
1974,00;3,25E-01
1975,00;3,24E-01
1976,00;3,24E-01
1977,00;3,23E-01
1978,00;3,23E-01
1979,00;3,23E-01
1980,00;3,22E-01
1981,00;3,22E-01
1982,00;3,22E-01
1983,00;3,22E-01
1984,00;3,22E-01
1985,00;3,21E-01
1986,00;3,20E-01
1987,00;3,20E-01
1988,00;3,20E-01
1989,00;3,19E-01
1990,00;3,19E-01
1991,00;3,19E-01
1992,00;3,18E-01
1993,00;3,18E-01
1994,00;3,18E-01
1995,00;3,18E-01
1996,00;3,17E-01
1997,00;3,17E-01
1998,00;3,17E-01
1999,00;3,17E-01
2000,00;3,17E-01
2001,00;3,16E-01
2002,00;3,15E-01
2003,00;3,15E-01
2004,00;3,15E-01
2005,00;3,14E-01
2006,00;3,14E-01
2007,00;3,13E-01
2008,00;3,14E-01
2009,00;3,13E-01
2010,00;3,12E-01
2011,00;3,12E-01
2012,00;3,11E-01
2013,00;3,11E-01
2014,00;3,11E-01
2015,00;3,11E-01
2016,00;3,10E-01
2017,00;3,11E-01
2018,00;3,10E-01
2019,00;3,09E-01
2020,00;3,08E-01
2021,00;3,09E-01
2022,00;3,08E-01
2023,00;3,08E-01
2024,00;3,07E-01
2025,00;3,08E-01
2026,00;3,07E-01
2027,00;3,07E-01
2028,00;3,07E-01
2029,00;3,06E-01
2030,00;3,07E-01
2031,00;3,06E-01
2032,00;3,05E-01
2033,00;3,05E-01
2034,00;3,05E-01
2035,00;3,05E-01
2036,00;3,05E-01
2037,00;3,04E-01
2038,00;3,04E-01
2039,00;3,03E-01
2040,00;3,03E-01
2041,00;3,03E-01
2042,00;3,03E-01
2043,00;3,03E-01
2044,00;3,03E-01
2045,00;3,02E-01
2046,00;3,03E-01
2047,00;3,03E-01
2048,00;3,02E-01
2049,00;3,01E-01
2050,00;3,00E-01
2051,00;3,00E-01
2052,00;3,00E-01
2053,00;3,00E-01
2054,00;3,00E-01
2055,00;2,98E-01
2056,00;2,98E-01
2057,00;2,98E-01
2058,00;2,98E-01
2059,00;2,99E-01
2060,00;2,97E-01
2061,00;2,96E-01
2062,00;2,96E-01
2063,00;2,97E-01
2064,00;2,96E-01
2065,00;2,96E-01
2066,00;2,95E-01
2067,00;2,95E-01
2068,00;2,94E-01
2069,00;2,94E-01
2070,00;2,94E-01
2071,00;2,93E-01
2072,00;2,93E-01
2073,00;2,93E-01
2074,00;2,92E-01
2075,00;2,93E-01
2076,00;2,92E-01
2077,00;2,92E-01
2078,00;2,92E-01
2079,00;2,92E-01
2080,00;2,91E-01
2081,00;2,91E-01
2082,00;2,91E-01
2083,00;2,91E-01
2084,00;2,91E-01
2085,00;2,91E-01
2086,00;2,90E-01
2087,00;2,90E-01
2088,00;2,89E-01
2089,00;2,89E-01
2090,00;2,88E-01
2091,00;2,88E-01
2092,00;2,88E-01
2093,00;2,88E-01
2094,00;2,88E-01
2095,00;2,87E-01
2096,00;2,87E-01
2097,00;2,87E-01
2098,00;2,86E-01
2099,00;2,86E-01
2100,00;2,86E-01
2101,00;2,86E-01
2102,00;2,85E-01
2103,00;2,85E-01
2104,00;2,85E-01
2105,00;2,85E-01
2106,00;2,85E-01
2107,00;2,85E-01
2108,00;2,84E-01
2109,00;2,84E-01
2110,00;2,83E-01
2111,00;2,83E-01
2112,00;2,83E-01
2113,00;2,83E-01
2114,00;2,83E-01
2115,00;2,83E-01
2116,00;2,82E-01
2117,00;2,83E-01
2118,00;2,82E-01
2119,00;2,82E-01
2120,00;2,82E-01
2121,00;2,82E-01
2122,00;2,82E-01
2123,00;2,82E-01
2124,00;2,81E-01
2125,00;2,81E-01
2126,00;2,81E-01
2127,00;2,81E-01
2128,00;2,80E-01
2129,00;2,80E-01
2130,00;2,81E-01
2131,00;2,81E-01
2132,00;2,79E-01
2133,00;2,80E-01
2134,00;2,80E-01
2135,00;2,79E-01
2136,00;2,79E-01
2137,00;2,79E-01
2138,00;2,78E-01
2139,00;2,78E-01
2140,00;2,77E-01
2141,00;2,78E-01
2142,00;2,78E-01
2143,00;2,77E-01
2144,00;2,77E-01
2145,00;2,77E-01
2146,00;2,77E-01
2147,00;2,76E-01
2148,00;2,76E-01
2149,00;2,77E-01
2150,00;2,76E-01
2151,00;2,75E-01
2152,00;2,76E-01
2153,00;2,75E-01
2154,00;2,75E-01
2155,00;2,75E-01
2156,00;2,74E-01
2157,00;2,74E-01
2158,00;2,73E-01
2159,00;2,73E-01
2160,00;2,73E-01
2161,00;2,73E-01
2162,00;2,72E-01
2163,00;2,71E-01
2164,00;2,71E-01
2165,00;2,71E-01
2166,00;2,70E-01
2167,00;2,71E-01
2168,00;2,70E-01
2169,00;2,70E-01
2170,00;2,70E-01
2171,00;2,70E-01
2172,00;2,68E-01
2173,00;2,70E-01
2174,00;2,70E-01
2175,00;2,69E-01
2176,00;2,68E-01
2177,00;2,68E-01
2178,00;2,68E-01
2179,00;2,68E-01
2180,00;2,68E-01
2181,00;2,68E-01
2182,00;2,67E-01
2183,00;2,67E-01
2184,00;2,67E-01
2185,00;2,67E-01
2186,00;2,67E-01
2187,00;2,67E-01
2188,00;2,66E-01
2189,00;2,66E-01
2190,00;2,66E-01
2191,00;2,66E-01
2192,00;2,65E-01
2193,00;2,64E-01
2194,00;2,64E-01
2195,00;2,63E-01
2196,00;2,63E-01
2197,00;2,64E-01
2198,00;2,63E-01
2199,00;2,63E-01
2200,00;2,63E-01
2201,00;2,62E-01
2202,00;2,62E-01
2203,00;2,62E-01
2204,00;2,62E-01
2205,00;2,62E-01
2206,00;2,61E-01
2207,00;2,61E-01
2208,00;2,61E-01
2209,00;2,60E-01
2210,00;2,61E-01
2211,00;2,59E-01
2212,00;2,60E-01
2213,00;2,59E-01
2214,00;2,59E-01
2215,00;2,59E-01
2216,00;2,59E-01
2217,00;2,58E-01
2218,00;2,58E-01
2219,00;2,58E-01
2220,00;2,58E-01
2221,00;2,58E-01
2222,00;2,57E-01
2223,00;2,57E-01
2224,00;2,57E-01
2225,00;2,57E-01
2226,00;2,56E-01
2227,00;2,56E-01
2228,00;2,56E-01
2229,00;2,55E-01
2230,00;2,55E-01
2231,00;2,55E-01
2232,00;2,55E-01
2233,00;2,54E-01
2234,00;2,54E-01
2235,00;2,54E-01
2236,00;2,54E-01
2237,00;2,53E-01
2238,00;2,54E-01
2239,00;2,53E-01
2240,00;2,53E-01
2241,00;2,53E-01
2242,00;2,52E-01
2243,00;2,52E-01
2244,00;2,51E-01
2245,00;2,51E-01
2246,00;2,51E-01
2247,00;2,51E-01
2248,00;2,51E-01
2249,00;2,50E-01
2250,00;2,50E-01
2251,00;2,50E-01
2252,00;2,50E-01
2253,00;2,50E-01
2254,00;2,50E-01
2255,00;2,49E-01
2256,00;2,49E-01
2257,00;2,49E-01
2258,00;2,48E-01
2259,00;2,49E-01
2260,00;2,48E-01
2261,00;2,48E-01
2262,00;2,47E-01
2263,00;2,47E-01
2264,00;2,48E-01
2265,00;2,47E-01
2266,00;2,47E-01
2267,00;2,46E-01
2268,00;2,46E-01
2269,00;2,46E-01
2270,00;2,46E-01
2271,00;2,46E-01
2272,00;2,45E-01
2273,00;2,44E-01
2274,00;2,44E-01
2275,00;2,44E-01
2276,00;2,44E-01
2277,00;2,43E-01
2278,00;2,44E-01
2279,00;2,43E-01
2280,00;2,43E-01
2281,00;2,43E-01
2282,00;2,43E-01
2283,00;2,42E-01
2284,00;2,42E-01
2285,00;2,42E-01
2286,00;2,42E-01
2287,00;2,42E-01
2288,00;2,42E-01
2289,00;2,41E-01
2290,00;2,42E-01
2291,00;2,41E-01
2292,00;2,40E-01
2293,00;2,41E-01
2294,00;2,40E-01
2295,00;2,40E-01
2296,00;2,40E-01
2297,00;2,39E-01
2298,00;2,39E-01
2299,00;2,40E-01
2300,00;2,40E-01
2301,00;2,39E-01
2302,00;2,39E-01
2303,00;2,39E-01
2304,00;2,38E-01
2305,00;2,37E-01
2306,00;2,38E-01
2307,00;2,38E-01
2308,00;2,38E-01
2309,00;2,37E-01
2310,00;2,37E-01
2311,00;2,36E-01
2312,00;2,36E-01
2313,00;2,36E-01
2314,00;2,36E-01
2315,00;2,36E-01
2316,00;2,36E-01
2317,00;2,36E-01
2318,00;2,36E-01
2319,00;2,35E-01
2320,00;2,35E-01
2321,00;2,35E-01
2322,00;2,34E-01
2323,00;2,34E-01
2324,00;2,34E-01
2325,00;2,34E-01
2326,00;2,34E-01
2327,00;2,33E-01
2328,00;2,33E-01
2329,00;2,33E-01
2330,00;2,33E-01
2331,00;2,33E-01
2332,00;2,33E-01
2333,00;2,32E-01
2334,00;2,32E-01
2335,00;2,31E-01
2336,00;2,32E-01
2337,00;2,32E-01
2338,00;2,32E-01
2339,00;2,31E-01
2340,00;2,31E-01
2341,00;2,30E-01
2342,00;2,30E-01
2343,00;2,29E-01
2344,00;2,29E-01
2345,00;2,29E-01
2346,00;2,28E-01
2347,00;2,29E-01
2348,00;2,28E-01
2349,00;2,29E-01
2350,00;2,29E-01
2351,00;2,29E-01
2352,00;2,28E-01
2353,00;2,28E-01
2354,00;2,28E-01
2355,00;2,27E-01
2356,00;2,27E-01
2357,00;2,26E-01
2358,00;2,26E-01
2359,00;2,26E-01
2360,00;2,25E-01
2361,00;2,25E-01
2362,00;2,26E-01
2363,00;2,24E-01
2364,00;2,23E-01
2365,00;2,24E-01
2366,00;2,24E-01
2367,00;2,24E-01
2368,00;2,24E-01
2369,00;2,23E-01
2370,00;2,23E-01
2371,00;2,22E-01
2372,00;2,22E-01
2373,00;2,21E-01
2374,00;2,21E-01
2375,00;2,21E-01
2376,00;2,21E-01
2377,00;2,21E-01
2378,00;2,21E-01
2379,00;2,21E-01
2380,00;2,20E-01
2381,00;2,21E-01
2382,00;2,21E-01
2383,00;2,20E-01
2384,00;2,20E-01
2385,00;2,21E-01
2386,00;2,20E-01
2387,00;2,19E-01
2388,00;2,18E-01
2389,00;2,19E-01
2390,00;2,19E-01
2391,00;2,19E-01
2392,00;2,18E-01
2393,00;2,18E-01
2394,00;2,18E-01
2395,00;2,18E-01
2396,00;2,17E-01
2397,00;2,17E-01
2398,00;2,17E-01
2399,00;2,17E-01
2400,00;2,17E-01
2401,00;2,16E-01
2402,00;2,16E-01
2403,00;2,15E-01
2404,00;2,15E-01
2405,00;2,14E-01
2406,00;2,14E-01
2407,00;2,14E-01
2408,00;2,14E-01
2409,00;2,14E-01
2410,00;2,14E-01
2411,00;2,14E-01
2412,00;2,14E-01
2413,00;2,13E-01
