t;Pa
2306,00;3,12E+00
2307,00;3,11E+00
2308,00;3,11E+00
2309,00;3,10E+00
2310,00;3,09E+00
2311,00;3,09E+00
2312,00;3,08E+00
2313,00;3,07E+00
2314,00;3,07E+00
2315,00;3,06E+00
2316,00;3,05E+00
2317,00;3,05E+00
2318,00;3,04E+00
2319,00;3,03E+00
2320,00;3,03E+00
2321,00;3,02E+00
2322,00;3,02E+00
2323,00;3,01E+00
2324,00;3,00E+00
2325,00;3,00E+00
2326,00;2,99E+00
2327,00;2,99E+00
2328,00;2,98E+00
2329,00;2,97E+00
2330,00;2,97E+00
2331,00;2,96E+00
2332,00;2,96E+00
2333,00;2,95E+00
2334,00;2,94E+00
2335,00;2,94E+00
2336,00;2,94E+00
2337,00;2,93E+00
2338,00;2,93E+00
2339,00;2,92E+00
2340,00;2,92E+00
2341,00;2,92E+00
2342,00;2,92E+00
2343,00;2,91E+00
2344,00;2,91E+00
2345,00;2,90E+00
2346,00;2,90E+00
2347,00;2,89E+00
2348,00;2,88E+00
2349,00;2,88E+00
2350,00;2,87E+00
2351,00;2,86E+00
2352,00;2,86E+00
2353,00;2,86E+00
2354,00;2,85E+00
2355,00;2,84E+00
2356,00;2,84E+00
2357,00;2,83E+00
2358,00;2,83E+00
2359,00;2,82E+00
2360,00;2,82E+00
2361,00;2,81E+00
2362,00;2,81E+00
2363,00;2,80E+00
2364,00;2,80E+00
2365,00;2,79E+00
2366,00;2,79E+00
2367,00;2,78E+00
2368,00;2,78E+00
2369,00;2,77E+00
2370,00;2,76E+00
2371,00;2,76E+00
2372,00;2,75E+00
2373,00;2,75E+00
2374,00;2,75E+00
2375,00;2,74E+00
2376,00;2,73E+00
2377,00;2,73E+00
2378,00;2,73E+00
2379,00;2,72E+00
2380,00;2,72E+00
2381,00;2,72E+00
2382,00;2,71E+00
2383,00;2,70E+00
2384,00;2,70E+00
2385,00;2,69E+00
2386,00;2,69E+00
2387,00;2,69E+00
2388,00;2,68E+00
2389,00;2,67E+00
2390,00;2,67E+00
2391,00;2,67E+00
2392,00;2,66E+00
2393,00;2,66E+00
2394,00;2,65E+00
2395,00;2,65E+00
2396,00;2,64E+00
2397,00;2,64E+00
2398,00;2,63E+00
2399,00;2,63E+00
2400,00;2,63E+00
2401,00;2,62E+00
2402,00;2,62E+00
2403,00;2,61E+00
2404,00;2,61E+00
2405,00;2,60E+00
2406,00;2,60E+00
2407,00;2,60E+00
2408,00;2,59E+00
2409,00;2,59E+00
2410,00;2,58E+00
2411,00;2,58E+00
2412,00;2,57E+00
2413,00;2,57E+00
2414,00;2,57E+00
2415,00;2,56E+00
2416,00;2,56E+00
2417,00;2,55E+00
2418,00;2,55E+00
2419,00;2,55E+00
2420,00;2,54E+00
2421,00;2,54E+00
2422,00;2,54E+00
2423,00;2,53E+00
2424,00;2,53E+00
2425,00;2,52E+00
2426,00;2,52E+00
2427,00;2,52E+00
2428,00;2,51E+00
2429,00;2,51E+00
2430,00;2,51E+00
2431,00;2,50E+00
2432,00;2,50E+00
2433,00;2,50E+00
2434,00;2,50E+00
2435,00;2,49E+00
2436,00;2,49E+00
2437,00;2,48E+00
2438,00;2,48E+00
2439,00;2,48E+00
2440,00;2,47E+00
2441,00;2,47E+00
2442,00;2,47E+00
2443,00;2,46E+00
2444,00;2,46E+00
2445,00;2,45E+00
2446,00;2,45E+00
2447,00;2,45E+00
2448,00;2,45E+00
2449,00;2,44E+00
2450,00;2,44E+00
2451,00;2,43E+00
2452,00;2,43E+00
2453,00;2,43E+00
2454,00;2,42E+00
2455,00;2,42E+00
2456,00;2,42E+00
2457,00;2,41E+00
2458,00;2,41E+00
2459,00;2,41E+00
2460,00;2,40E+00
2461,00;2,40E+00
2462,00;2,39E+00
2463,00;2,39E+00
2464,00;2,39E+00
2465,00;2,39E+00
2466,00;2,38E+00
2467,00;2,38E+00
2468,00;2,38E+00
2469,00;2,37E+00
2470,00;2,37E+00
2471,00;2,37E+00
2472,00;2,37E+00
2473,00;2,36E+00
2474,00;2,36E+00
2475,00;2,36E+00
2476,00;2,35E+00
2477,00;2,35E+00
2478,00;2,34E+00
2479,00;2,34E+00
2480,00;2,34E+00
2481,00;2,33E+00
2482,00;2,33E+00
2483,00;2,33E+00
2484,00;2,33E+00
2485,00;2,32E+00
2486,00;2,32E+00
2487,00;2,32E+00
2488,00;2,32E+00
2489,00;2,31E+00
2490,00;2,31E+00
2491,00;2,31E+00
2492,00;2,31E+00
2493,00;2,30E+00
2494,00;2,30E+00
2495,00;2,30E+00
2496,00;2,29E+00
2497,00;2,29E+00
2498,00;2,29E+00
2499,00;2,29E+00
2500,00;2,28E+00
2501,00;2,28E+00
2502,00;2,27E+00
2503,00;2,27E+00
2504,00;2,27E+00
2505,00;2,27E+00
2506,00;2,26E+00
2507,00;2,26E+00
2508,00;2,26E+00
2509,00;2,25E+00
2510,00;2,25E+00
2511,00;2,25E+00
2512,00;2,25E+00
2513,00;2,24E+00
2514,00;2,24E+00
2515,00;2,24E+00
2516,00;2,23E+00
2517,00;2,23E+00
2518,00;2,22E+00
2519,00;2,22E+00
2520,00;2,21E+00
2521,00;2,21E+00
2522,00;2,21E+00
2523,00;2,21E+00
2524,00;2,20E+00
2525,00;2,19E+00
2526,00;2,19E+00
2527,00;2,19E+00
2528,00;2,18E+00
2529,00;2,18E+00
2530,00;2,18E+00
2531,00;2,17E+00
2532,00;2,17E+00
2533,00;2,17E+00
2534,00;2,16E+00
2535,00;2,16E+00
2536,00;2,15E+00
2537,00;2,15E+00
2538,00;2,15E+00
2539,00;2,14E+00
2540,00;2,14E+00
2541,00;2,14E+00
2542,00;2,14E+00
2543,00;2,13E+00
2544,00;2,13E+00
2545,00;2,12E+00
2546,00;2,12E+00
2547,00;2,11E+00
2548,00;2,11E+00
2549,00;2,11E+00
2550,00;2,11E+00
2551,00;2,10E+00
2552,00;2,10E+00
2553,00;2,10E+00
2554,00;2,09E+00
2555,00;2,09E+00
2556,00;2,09E+00
2557,00;2,09E+00
2558,00;2,09E+00
2559,00;2,09E+00
2560,00;2,08E+00
2561,00;2,08E+00
2562,00;2,07E+00
2563,00;2,07E+00
2564,00;2,06E+00
2565,00;2,05E+00
2566,00;2,05E+00
2567,00;2,05E+00
2568,00;2,05E+00
2569,00;2,05E+00
2570,00;2,04E+00
2571,00;2,04E+00
2572,00;2,04E+00
2573,00;2,04E+00
2574,00;2,03E+00
2575,00;2,03E+00
2576,00;2,02E+00
2577,00;2,02E+00
2578,00;2,02E+00
2579,00;2,01E+00
2580,00;2,01E+00
2581,00;2,01E+00
2582,00;2,00E+00
2583,00;2,00E+00
2584,00;2,00E+00
2585,00;1,99E+00
2586,00;1,99E+00
2587,00;1,99E+00
2588,00;1,99E+00
2589,00;1,99E+00
2590,00;1,99E+00
2591,00;1,98E+00
2592,00;1,97E+00
2593,00;1,97E+00
2594,00;1,97E+00
2595,00;1,96E+00
2596,00;1,96E+00
2597,00;1,96E+00
2598,00;1,96E+00
2599,00;1,95E+00
2600,00;1,95E+00
2601,00;1,95E+00
2602,00;1,95E+00
2603,00;1,94E+00
2604,00;1,94E+00
2605,00;1,93E+00
2606,00;1,93E+00
2607,00;1,93E+00
2608,00;1,92E+00
2609,00;1,92E+00
2610,00;1,92E+00
2611,00;1,92E+00
2612,00;1,91E+00
2613,00;1,91E+00
2614,00;1,91E+00
2615,00;1,90E+00
2616,00;1,90E+00
2617,00;1,90E+00
2618,00;1,90E+00
2619,00;1,90E+00
2620,00;1,89E+00
2621,00;1,89E+00
2622,00;1,89E+00
2623,00;1,88E+00
2624,00;1,88E+00
2625,00;1,88E+00
2626,00;1,88E+00
2627,00;1,88E+00
2628,00;1,87E+00
2629,00;1,87E+00
2630,00;1,87E+00
2631,00;1,86E+00
2632,00;1,86E+00
2633,00;1,86E+00
2634,00;1,86E+00
2635,00;1,86E+00
2636,00;1,85E+00
2637,00;1,85E+00
2638,00;1,85E+00
2639,00;1,85E+00
2640,00;1,85E+00
2641,00;1,84E+00
2642,00;1,84E+00
2643,00;1,84E+00
2644,00;1,83E+00
2645,00;1,83E+00
2646,00;1,82E+00
2647,00;1,82E+00
2648,00;1,82E+00
2649,00;1,82E+00
2650,00;1,81E+00
2651,00;1,82E+00
2652,00;1,81E+00
2653,00;1,81E+00
2654,00;1,81E+00
2655,00;1,81E+00
2656,00;1,81E+00
2657,00;1,80E+00
2658,00;1,80E+00
2659,00;1,80E+00
2660,00;1,79E+00
2661,00;1,79E+00
2662,00;1,79E+00
2663,00;1,79E+00
2664,00;1,79E+00
2665,00;1,78E+00
2666,00;1,78E+00
2667,00;1,78E+00
2668,00;1,77E+00
2669,00;1,78E+00
2670,00;1,77E+00
2671,00;1,77E+00
2672,00;1,76E+00
2673,00;1,77E+00
2674,00;1,76E+00
2675,00;1,76E+00
2676,00;1,76E+00
2677,00;1,76E+00
2678,00;1,76E+00
2679,00;1,75E+00
2680,00;1,75E+00
2681,00;1,75E+00
2682,00;1,74E+00
2683,00;1,74E+00
2684,00;1,74E+00
2685,00;1,74E+00
2686,00;1,74E+00
2687,00;1,73E+00
2688,00;1,73E+00
2689,00;1,73E+00
2690,00;1,73E+00
2691,00;1,73E+00
2692,00;1,72E+00
2693,00;1,72E+00
2694,00;1,72E+00
2695,00;1,72E+00
2696,00;1,71E+00
2697,00;1,71E+00
2698,00;1,71E+00
2699,00;1,71E+00
2700,00;1,70E+00
2701,00;1,71E+00
2702,00;1,70E+00
2703,00;1,70E+00
2704,00;1,70E+00
2705,00;1,70E+00
2706,00;1,69E+00
2707,00;1,69E+00
2708,00;1,69E+00
2709,00;1,69E+00
2710,00;1,68E+00
2711,00;1,68E+00
2712,00;1,68E+00
2713,00;1,68E+00
2714,00;1,68E+00
2715,00;1,68E+00
2716,00;1,68E+00
2717,00;1,68E+00
2718,00;1,67E+00
2719,00;1,67E+00
2720,00;1,67E+00
2721,00;1,66E+00
2722,00;1,66E+00
2723,00;1,66E+00
2724,00;1,66E+00
2725,00;1,66E+00
2726,00;1,65E+00
2727,00;1,65E+00
2728,00;1,65E+00
2729,00;1,65E+00
2730,00;1,65E+00
2731,00;1,65E+00
2732,00;1,64E+00
2733,00;1,64E+00
2734,00;1,64E+00
2735,00;1,64E+00
2736,00;1,64E+00
2737,00;1,64E+00
2738,00;1,64E+00
2739,00;1,63E+00
2740,00;1,63E+00
2741,00;1,63E+00
2742,00;1,63E+00
2743,00;1,63E+00
2744,00;1,63E+00
2745,00;1,63E+00
2746,00;1,63E+00
2747,00;1,63E+00
2748,00;1,62E+00
2749,00;1,62E+00
2750,00;1,62E+00
2751,00;1,62E+00
2752,00;1,61E+00
2753,00;1,61E+00
2754,00;1,61E+00
2755,00;1,61E+00
2756,00;1,61E+00
2757,00;1,61E+00
2758,00;1,60E+00
2759,00;1,61E+00
2760,00;1,60E+00
2761,00;1,60E+00
2762,00;1,60E+00
2763,00;1,60E+00
2764,00;1,59E+00
2765,00;1,59E+00
2766,00;1,59E+00
2767,00;1,59E+00
2768,00;1,59E+00
2769,00;1,59E+00
2770,00;1,58E+00
2771,00;1,59E+00
2772,00;1,58E+00
2773,00;1,58E+00
2774,00;1,58E+00
2775,00;1,58E+00
2776,00;1,58E+00
2777,00;1,58E+00
2778,00;1,58E+00
2779,00;1,57E+00
2780,00;1,57E+00
2781,00;1,57E+00
2782,00;1,57E+00
2783,00;1,57E+00
2784,00;1,57E+00
2785,00;1,57E+00
2786,00;1,56E+00
2787,00;1,56E+00
2788,00;1,56E+00
2789,00;1,56E+00
2790,00;1,56E+00
2791,00;1,56E+00
2792,00;1,56E+00
2793,00;1,56E+00
2794,00;1,56E+00
2795,00;1,56E+00
2796,00;1,55E+00
2797,00;1,55E+00
2798,00;1,55E+00
2799,00;1,55E+00
2800,00;1,55E+00
2801,00;1,55E+00
2802,00;1,55E+00
2803,00;1,54E+00
2804,00;1,55E+00
2805,00;1,55E+00
2806,00;1,54E+00
2807,00;1,54E+00
2808,00;1,54E+00
2809,00;1,54E+00
2810,00;1,54E+00
2811,00;1,54E+00
2812,00;1,53E+00
2813,00;1,53E+00
2814,00;1,53E+00
2815,00;1,52E+00
2816,00;1,52E+00
2817,00;1,52E+00
2818,00;1,52E+00
2819,00;1,52E+00
2820,00;1,52E+00
2821,00;1,51E+00
2822,00;1,51E+00
2823,00;1,51E+00
2824,00;1,51E+00
2825,00;1,50E+00
2826,00;1,50E+00
2827,00;1,50E+00
2828,00;1,50E+00
2829,00;1,50E+00
2830,00;1,50E+00
2831,00;1,50E+00
2832,00;1,49E+00
2833,00;1,49E+00
2834,00;1,49E+00
2835,00;1,49E+00
2836,00;1,49E+00
2837,00;1,49E+00
2838,00;1,49E+00
2839,00;1,49E+00
2840,00;1,49E+00
2841,00;1,49E+00
2842,00;1,48E+00
2843,00;1,48E+00
2844,00;1,48E+00
2845,00;1,48E+00
2846,00;1,48E+00
2847,00;1,48E+00
2848,00;1,48E+00
2849,00;1,47E+00
2850,00;1,47E+00
2851,00;1,47E+00
2852,00;1,47E+00
2853,00;1,47E+00
2854,00;1,47E+00
2855,00;1,47E+00
2856,00;1,47E+00
2857,00;1,46E+00
2858,00;1,46E+00
2859,00;1,46E+00
2860,00;1,46E+00
2861,00;1,46E+00
2862,00;1,46E+00
2863,00;1,46E+00
2864,00;1,46E+00
2865,00;1,45E+00
2866,00;1,45E+00
2867,00;1,45E+00
2868,00;1,45E+00
2869,00;1,44E+00
2870,00;1,45E+00
2871,00;1,45E+00
2872,00;1,45E+00
2873,00;1,45E+00
2874,00;1,45E+00
2875,00;1,44E+00
2876,00;1,44E+00
2877,00;1,44E+00
2878,00;1,44E+00
2879,00;1,44E+00
2880,00;1,44E+00
2881,00;1,44E+00
2882,00;1,43E+00
2883,00;1,43E+00
2884,00;1,43E+00
2885,00;1,43E+00
2886,00;1,43E+00
2887,00;1,43E+00
2888,00;1,43E+00
2889,00;1,43E+00
2890,00;1,42E+00
2891,00;1,42E+00
2892,00;1,42E+00
2893,00;1,42E+00
2894,00;1,42E+00
2895,00;1,42E+00
2896,00;1,42E+00
2897,00;1,42E+00
2898,00;1,42E+00
2899,00;1,42E+00
2900,00;1,41E+00
2901,00;1,41E+00
2902,00;1,41E+00
2903,00;1,41E+00
2904,00;1,41E+00
2905,00;1,41E+00
2906,00;1,41E+00
2907,00;1,41E+00
2908,00;1,41E+00
2909,00;1,41E+00
2910,00;1,40E+00
2911,00;1,40E+00
2912,00;1,40E+00
2913,00;1,40E+00
2914,00;1,40E+00
2915,00;1,40E+00
2916,00;1,40E+00
2917,00;1,40E+00
2918,00;1,40E+00
2919,00;1,40E+00
2920,00;1,40E+00
2921,00;1,39E+00
2922,00;1,39E+00
2923,00;1,39E+00
2924,00;1,39E+00
2925,00;1,39E+00
2926,00;1,39E+00
2927,00;1,39E+00
2928,00;1,38E+00
2929,00;1,38E+00
2930,00;1,38E+00
2931,00;1,38E+00
2932,00;1,38E+00
2933,00;1,38E+00
2934,00;1,38E+00
2935,00;1,38E+00
2936,00;1,38E+00
2937,00;1,38E+00
2938,00;1,38E+00
2939,00;1,38E+00
2940,00;1,38E+00
2941,00;1,38E+00
2942,00;1,37E+00
2943,00;1,37E+00
2944,00;1,37E+00
2945,00;1,37E+00
2946,00;1,37E+00
2947,00;1,37E+00
2948,00;1,37E+00
2949,00;1,36E+00
2950,00;1,36E+00
2951,00;1,36E+00
2952,00;1,36E+00
2953,00;1,36E+00
2954,00;1,36E+00
2955,00;1,36E+00
2956,00;1,36E+00
2957,00;1,36E+00
2958,00;1,36E+00
2959,00;1,36E+00
2960,00;1,36E+00
2961,00;1,36E+00
2962,00;1,36E+00
2963,00;1,36E+00
2964,00;1,36E+00
2965,00;1,35E+00
2966,00;1,35E+00
2967,00;1,35E+00
2968,00;1,35E+00
2969,00;1,35E+00
2970,00;1,35E+00
2971,00;1,35E+00
2972,00;1,35E+00
2973,00;1,34E+00
2974,00;1,34E+00
2975,00;1,34E+00
2976,00;1,34E+00
2977,00;1,34E+00
2978,00;1,34E+00
2979,00;1,34E+00
2980,00;1,34E+00
2981,00;1,34E+00
2982,00;1,34E+00
2983,00;1,34E+00
2984,00;1,34E+00
2985,00;1,34E+00
2986,00;1,33E+00
2987,00;1,33E+00
2988,00;1,33E+00
2989,00;1,33E+00
2990,00;1,33E+00
2991,00;1,33E+00
2992,00;1,33E+00
2993,00;1,33E+00
2994,00;1,32E+00
2995,00;1,32E+00
2996,00;1,32E+00
2997,00;1,32E+00
2998,00;1,32E+00
2999,00;1,32E+00
3000,00;1,32E+00
3001,00;1,32E+00
3002,00;1,32E+00
3003,00;1,32E+00
3004,00;1,32E+00
3005,00;1,32E+00
3006,00;1,32E+00
3007,00;1,32E+00
3008,00;1,31E+00
3009,00;1,31E+00
3010,00;1,31E+00
3011,00;1,31E+00
3012,00;1,31E+00
3013,00;1,31E+00
3014,00;1,31E+00
3015,00;1,30E+00
3016,00;1,30E+00
3017,00;1,30E+00
3018,00;1,30E+00
3019,00;1,30E+00
3020,00;1,30E+00
3021,00;1,30E+00
3022,00;1,30E+00
3023,00;1,30E+00
3024,00;1,30E+00
3025,00;1,30E+00
3026,00;1,30E+00
3027,00;1,30E+00
3028,00;1,30E+00
3029,00;1,30E+00
3030,00;1,30E+00
3031,00;1,30E+00
3032,00;1,29E+00
3033,00;1,29E+00
3034,00;1,29E+00
3035,00;1,29E+00
3036,00;1,29E+00
3037,00;1,29E+00
3038,00;1,29E+00
3039,00;1,29E+00
3040,00;1,29E+00
3041,00;1,29E+00
3042,00;1,29E+00
3043,00;1,29E+00
3044,00;1,29E+00
3045,00;1,29E+00
3046,00;1,28E+00
3047,00;1,28E+00
3048,00;1,29E+00
3049,00;1,29E+00
3050,00;1,29E+00
3051,00;1,28E+00
3052,00;1,29E+00
3053,00;1,29E+00
3054,00;1,29E+00
3055,00;1,29E+00
3056,00;1,28E+00
3057,00;1,28E+00
3058,00;1,29E+00
3059,00;1,28E+00
3060,00;1,28E+00
3061,00;1,28E+00
3062,00;1,28E+00
3063,00;1,28E+00
3064,00;1,28E+00
3065,00;1,28E+00
3066,00;1,28E+00
3067,00;1,28E+00
3068,00;1,28E+00
3069,00;1,27E+00
3070,00;1,27E+00
3071,00;1,27E+00
3072,00;1,27E+00
3073,00;1,27E+00
3074,00;1,27E+00
3075,00;1,27E+00
3076,00;1,27E+00
3077,00;1,27E+00
3078,00;1,27E+00
3079,00;1,27E+00
3080,00;1,27E+00
3081,00;1,27E+00
3082,00;1,27E+00
3083,00;1,26E+00
3084,00;1,26E+00
3085,00;1,26E+00
3086,00;1,26E+00
3087,00;1,26E+00
3088,00;1,26E+00
3089,00;1,26E+00
3090,00;1,26E+00
3091,00;1,26E+00
3092,00;1,26E+00
3093,00;1,25E+00
3094,00;1,25E+00
3095,00;1,25E+00
3096,00;1,25E+00
3097,00;1,25E+00
3098,00;1,25E+00
3099,00;1,25E+00
3100,00;1,25E+00
3101,00;1,25E+00
3102,00;1,25E+00
3103,00;1,25E+00
3104,00;1,25E+00
3105,00;1,25E+00
3106,00;1,25E+00
3107,00;1,25E+00
3108,00;1,24E+00
3109,00;1,24E+00
3110,00;1,24E+00
3111,00;1,24E+00
3112,00;1,24E+00
3113,00;1,24E+00
3114,00;1,24E+00
3115,00;1,24E+00
3116,00;1,24E+00
3117,00;1,24E+00
3118,00;1,24E+00
3119,00;1,24E+00
3120,00;1,24E+00
3121,00;1,24E+00
3122,00;1,24E+00
3123,00;1,24E+00
3124,00;1,23E+00
3125,00;1,23E+00
3126,00;1,23E+00
3127,00;1,23E+00
3128,00;1,23E+00
3129,00;1,23E+00
3130,00;1,23E+00
3131,00;1,23E+00
3132,00;1,23E+00
3133,00;1,23E+00
3134,00;1,23E+00
3135,00;1,23E+00
3136,00;1,23E+00
3137,00;1,23E+00
3138,00;1,23E+00
3139,00;1,23E+00
3140,00;1,22E+00
3141,00;1,23E+00
3142,00;1,23E+00
3143,00;1,23E+00
3144,00;1,22E+00
3145,00;1,22E+00
3146,00;1,22E+00
3147,00;1,22E+00
3148,00;1,22E+00
3149,00;1,22E+00
3150,00;1,22E+00
3151,00;1,22E+00
3152,00;1,22E+00
3153,00;1,22E+00
3154,00;1,22E+00
3155,00;1,21E+00
3156,00;1,21E+00
3157,00;1,21E+00
3158,00;1,21E+00
3159,00;1,21E+00
3160,00;1,21E+00
3161,00;1,21E+00
3162,00;1,21E+00
3163,00;1,21E+00
3164,00;1,21E+00
3165,00;1,21E+00
3166,00;1,21E+00
3167,00;1,21E+00
3168,00;1,21E+00
3169,00;1,21E+00
3170,00;1,21E+00
3171,00;1,21E+00
3172,00;1,21E+00
3173,00;1,21E+00
3174,00;1,20E+00
3175,00;1,20E+00
3176,00;1,20E+00
3177,00;1,20E+00
3178,00;1,20E+00
3179,00;1,20E+00
3180,00;1,20E+00
3181,00;1,20E+00
3182,00;1,20E+00
3183,00;1,20E+00
3184,00;1,20E+00
3185,00;1,20E+00
3186,00;1,19E+00
3187,00;1,19E+00
3188,00;1,19E+00
3189,00;1,19E+00
3190,00;1,19E+00
3191,00;1,19E+00
3192,00;1,19E+00
3193,00;1,19E+00
3194,00;1,19E+00
3195,00;1,19E+00
3196,00;1,19E+00
3197,00;1,19E+00
3198,00;1,19E+00
3199,00;1,19E+00
3200,00;1,19E+00
3201,00;1,19E+00
3202,00;1,19E+00
3203,00;1,19E+00
3204,00;1,19E+00
3205,00;1,19E+00
3206,00;1,19E+00
3207,00;1,19E+00
3208,00;1,19E+00
3209,00;1,19E+00
3210,00;1,18E+00
3211,00;1,18E+00
3212,00;1,18E+00
3213,00;1,18E+00
3214,00;1,18E+00
3215,00;1,18E+00
3216,00;1,18E+00
3217,00;1,18E+00
3218,00;1,18E+00
3219,00;1,18E+00
3220,00;1,18E+00
3221,00;1,18E+00
3222,00;1,18E+00
3223,00;1,18E+00
3224,00;1,17E+00
3225,00;1,17E+00
3226,00;1,17E+00
3227,00;1,17E+00
3228,00;1,17E+00
3229,00;1,17E+00
3230,00;1,17E+00
3231,00;1,17E+00
3232,00;1,17E+00
3233,00;1,17E+00
3234,00;1,17E+00
3235,00;1,17E+00
3236,00;1,17E+00
3237,00;1,17E+00
3238,00;1,17E+00
3239,00;1,17E+00
3240,00;1,17E+00
3241,00;1,17E+00
3242,00;1,17E+00
3243,00;1,17E+00
3244,00;1,17E+00
3245,00;1,17E+00
3246,00;1,17E+00
3247,00;1,17E+00
3248,00;1,17E+00
3249,00;1,17E+00
3250,00;1,17E+00
3251,00;1,17E+00
3252,00;1,17E+00
3253,00;1,17E+00
3254,00;1,16E+00
3255,00;1,16E+00
3256,00;1,16E+00
3257,00;1,16E+00
3258,00;1,16E+00
3259,00;1,16E+00
3260,00;1,16E+00
3261,00;1,16E+00
3262,00;1,16E+00
3263,00;1,16E+00
3264,00;1,16E+00
3265,00;1,16E+00
3266,00;1,16E+00
3267,00;1,16E+00
3268,00;1,16E+00
3269,00;1,16E+00
3270,00;1,16E+00
3271,00;1,16E+00
3272,00;1,16E+00
3273,00;1,16E+00
3274,00;1,16E+00
3275,00;1,15E+00
3276,00;1,15E+00
3277,00;1,15E+00
3278,00;1,15E+00
3279,00;1,15E+00
3280,00;1,15E+00
3281,00;1,15E+00
3282,00;1,15E+00
3283,00;1,15E+00
3284,00;1,15E+00
3285,00;1,15E+00
3286,00;1,15E+00
3287,00;1,15E+00
3288,00;1,15E+00
3289,00;1,15E+00
3290,00;1,15E+00
3291,00;1,15E+00
3292,00;1,15E+00
3293,00;1,15E+00
3294,00;1,15E+00
3295,00;1,15E+00
3296,00;1,14E+00
3297,00;1,14E+00
3298,00;1,14E+00
3299,00;1,14E+00
3300,00;1,14E+00
3301,00;1,14E+00
3302,00;1,14E+00
3303,00;1,14E+00
3304,00;1,14E+00
3305,00;1,14E+00
3306,00;1,14E+00
3307,00;1,14E+00
3308,00;1,14E+00
3309,00;1,14E+00
3310,00;1,14E+00
3311,00;1,14E+00
3312,00;1,14E+00
3313,00;1,14E+00
3314,00;1,14E+00
